SEED,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
actor,50000.0,85.0970220952381,45.34692275220011,26.1,51.2,63.75,63.75,84.66666666666667,252.0,252.0,256.0
amusement_park,49994.0,70.67161274883345,27.144073564624296,8.294117647058824,40.0,59.5,59.5,60.0,118.0,118.0,138.0
band,50000.0,83.07155157936506,31.24448579259311,18.125,41.666666666666664,62.0,62.0,122.0,122.0,122.0,130.0
championship,50000.0,87.6935419920635,32.375529149835344,15.222222222222221,47.333333333333336,63.5,63.5,126.0,126.0,127.0,128.0
chemical_element,49996.0,26.703400470986477,9.092685818955719,3.5,17.09375,19.0,20.0,36.0,37.0,40.0,110.0
company,50000.0,142.14953345238095,61.04840591625397,23.22222222222222,48.5,64.0,195.0,195.0,195.0,195.0,263.0
comune,50000.0,53.59913107936509,5.683551945293056,35.22222222222222,52.333333333333336,52.333333333333336,52.333333333333336,52.333333333333336,62.6,78.0,155.0
dialect,50000.0,100.4589976749829,29.522200542722562,10.863636363636363,54.333333333333336,80.5,121.0,121.0,122.0,122.0,122.0
film,49989.0,15.134132795238328,9.404835727699819,3.2857142857142856,6.333333333333333,9.0,11.666666666666666,17.0,33.0,33.0,231.0
scientist,50000.0,83.66494704567654,43.826149889728555,14.777777777777779,36.285714285714285,50.4,62.75,124.5,161.0,161.0,214.0
sculpture,49998.0,22.228850940196928,16.558436194387692,3.7142857142857144,5.375,6.428571428571429,21.75,28.666666666666668,58.5,59.0,268.0
university,50000.0,115.58035699206349,35.21131251938634,16.666666666666668,47.0,70.0,139.0,139.0,139.0,139.0,200.0
vehicle,50000.0,54.91328815517403,12.415373883204628,7.2105263157894735,20.333333333333332,58.0,58.0,59.0,61.0,70.5,167.0
video_game,50000.0,83.99180435064936,51.23227908969887,12.538461538461538,26.0,38.5,76.0,151.0,151.0,151.0,153.0
