SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;SUMMARY_TILDE_SIZES;OLDKER_SIZE;WT_OLDKER_SIZE;NEWKER_SIZE;WT_NEWKER_SIZE;OLDCORE_SIZE;WT_OLDCORE_SIZE;NEWCORE_SIZE;WT_NEWCORE_SIZE;SUMMARY_COMPUTATION_TIME;SUMMARY_TILDE_COMPUTATION_TIME;OLDKER_COMPUTATION_TIME;NEWKER_COMPUTATION_TIME;OLDCORE_COMPUTATION_TIME;NEWCORE_COMPUTATION_TIME;
actor;bn:00915979n,bn:02426205n;2;260,265;519,528;6,12;4;8;4;8;NA;NA;255;510;18.28718;166.27281;4.50687;0.47434;NA;31.17181;
actor;bn:15939213n,bn:05144812n;2;257,256;512,512;5,5;4;9;4;9;NA;NA;255;511;13.63076;159.66753;2.48905;0.30096;NA;11.97854;
actor;bn:02688185n,bn:05472498n;2;260,256;519,511;8,5;5;10;5;10;NA;NA;256;512;17.72649;165.66927;2.10095;0.36817;NA;13.64912;
actor;bn:08476136n,bn:03875359n;2;255,258;510,515;4,7;4;9;4;9;NA;NA;255;511;16.19932;165.23915;1.68649;0.30547;NA;12.06613;
actor;bn:03340439n,bn:02366938n;2;259,270;517,538;8,10;6;12;6;12;NA;NA;257;514;14.90042;163.00551;15.89545;0.53593;NA;11.95503;
actor;bn:02355295n,bn:02786318n;2;257,259;513,518;6,8;4;9;4;9;NA;NA;255;511;20.62649;162.62051;1.32623;0.35283;NA;31.80020;
actor;bn:02812478n,bn:04837651n;2;257,259;513,517;5,8;5;10;5;10;NA;NA;256;512;15.95852;162.53332;2.20746;0.36293;NA;11.57236;
actor;bn:15492993n,bn:01557848n;2;266,256;531,511;10,5;6;12;6;12;NA;NA;257;514;20.90595;185.11740;2.04937;0.39002;NA;16.22075;
actor;bn:03685106n,bn:00522510n;2;255,272;509,543;4,13;4;8;4;8;NA;NA;255;510;16.42355;190.64549;2.65303;0.61378;NA;11.50345;
actor;bn:02912715n,bn:01013749n;2;263,331;525,661;12,8;5;10;5;10;NA;NA;256;512;27.93276;191.98724;2.53531;0.50697;NA;14.36448;
actor;bn:03451315n,bn:05473584n;2;260,257;519,514;7,6;4;9;4;9;NA;NA;255;511;46.00384;171.17450;4.08826;0.90728;NA;12.54017;
actor;bn:00894109n,bn:00518122n;2;256,268;511,535;5,6;5;10;5;10;NA;NA;256;512;16.25025;170.12261;2.38819;0.32349;NA;11.88345;
actor;bn:03581893n,bn:03191399n;2;256,258;511,515;5,6;5;10;5;10;NA;NA;256;512;15.97286;160.19364;1.65841;0.32404;NA;15.07911;
actor;bn:15903232n,bn:03252928n;2;258,267;515,533;7,8;6;12;6;12;NA;NA;257;514;24.37186;161.98982;8.17251;0.43363;NA;14.92421;
actor;bn:04704838n,bn:02035319n;2;254,257;507,513;3,6;3;6;3;6;NA;NA;254;508;14.83521;160.50841;1.04684;0.25633;NA;11.63794;
