UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:00943794n,bn:02173206n;sculpture;2;true;true;0.216;0.05;0.05;0.0;INSTANCE_OF(X, bn:14265130n), INSTANCE_OF(X, bn:17175797n), INSTANCE_OF(X, bn:00074033n), INSTANCE_OF(X, bn:15125301n), INSTANCE_OF(X, bn:03731507n), INSTANCE_OF(X, bn:00062167n), INSTANCE_OF(X, bn:00076732n), INSTANCE_OF(X, bn:00066995n)
bn:03521114n,bn:01390821n;sculpture;2;true;true;0.214;0.0;0.0;0.0;INSTANCE_OF(X, bn:14265130n), INSTANCE_OF(X, bn:00074033n), INSTANCE_OF(X, bn:15125301n), INSTANCE_OF(X, bn:03731507n), INSTANCE_OF(X, bn:00074049n), INSTANCE_OF(X, bn:00975793n), INSTANCE_OF(X, bn:00062167n), INSTANCE_OF(X, bn:00076732n), INSTANCE_OF(X, bn:00066995n)
bn:14403184n,bn:03792558n;sculpture;2;true;true;0.216;0.04;0.04;0.0;INSTANCE_OF(X, bn:00059480n), INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14421293n), COUNTRY(X, y_0)
bn:14487866n,bn:10467664n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:17175797n)
bn:01100833n,bn:02604648n;sculpture;2;true;true;0.216;0.04;0.04;0.0;INSTANCE_OF(X, bn:00066026n), COUNTRY(X, y_0)
bn:15531670n,bn:02077760n;sculpture;2;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00066026n), OPERATOR(X, y_0), COUNTRY(X, y_1), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_2)
bn:17301687n,bn:01035303n;sculpture;2;true;true;0.216;0.05;0.05;0.0;INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14421293n), INSTANCE_OF(X, bn:15125301n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:03452131n,bn:03158080n;sculpture;2;true;true;0.213;0.05;0.05;0.0;INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14421293n), INSTANCE_OF(X, bn:15125301n), COUNTRY(X, y_0)
bn:00433057n,bn:17808590n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00066026n), LOCATED_IN_TIME_ZONE(X, y_0), COUNTRY(X, y_1), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_2)
bn:13087239n,bn:13837726n;sculpture;2;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00066026n), OWNED_BY(X, y_0), COUNTRY(X, y_1)
bn:07302920n,bn:00333546n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:03731507n), INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:00975793n), INSTANCE_OF(X, bn:00010851n), INSTANCE_OF(X, bn:00022154n), INSTANCE_OF(X, bn:03830506n), INSTANCE_OF(X, bn:14265130n), INSTANCE_OF(X, bn:00066995n)
bn:14975415n,bn:00688951n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:14265130n), INSTANCE_OF(X, bn:00074033n), INSTANCE_OF(X, bn:15125301n), INSTANCE_OF(X, bn:03731507n), INSTANCE_OF(X, bn:00074049n), INSTANCE_OF(X, bn:00975793n), INSTANCE_OF(X, bn:00062167n), INSTANCE_OF(X, bn:00076732n), INSTANCE_OF(X, bn:00066995n)
bn:02914899n,bn:01287048n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14421293n), COUNTRY(X, y_0)
bn:01551640n,bn:01010128n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14619575n), INSTANCE_OF(X, bn:14421293n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:02425281n,bn:03006503n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00001676n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:14169074n,bn:17004758n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00022227n), INSTANCE_OF(X, bn:15125301n), INSTANCE_OF(X, bn:00009815n), INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14265130n), COUNTRY(X, y_0)
bn:01437311n,bn:19715761n;sculpture;2;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00001676n), COUNTRY(X, y_0)
bn:01323039n,bn:00255232n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:14619575n)
bn:00714321n,bn:01992073n;sculpture;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:15125301n), INSTANCE_OF(X, bn:03731507n), INSTANCE_OF(X, bn:00032645n), INSTANCE_OF(X, bn:00975793n), INSTANCE_OF(X, bn:00010851n), INSTANCE_OF(X, bn:00022154n), INSTANCE_OF(X, bn:14265130n), INSTANCE_OF(X, bn:00066995n), COUNTRY(X, y_0)
