SEED,2,3,4,5,6,OVERALL
actor,1061.99873,285.97706000000005,312.6274,309.03418000000005,330.09348,1061.99873
amusement_park,11391.8596,21439.72886,25128.86085,148.68943,138.13194000000001,25128.86085
band,270.46591,184.56369999999998,199.25098,212.88034,220.37520999999998,270.46591
championship,5759.19827,949.46335,202.69142,229.25748,222.65678,5759.19827
chemical_element,12382.52888,19066.952849999998,19135.567359999997,24881.91021,32892.41168,32892.41168
company,2347.02678,559.45223,1038.72976,891.64561,283.19504,2347.02678
comune,10101.168469999999,6264.81723,1661.9437200000002,1313.11491,775.7692499999999,10101.168469999999
dialect,17157.08031,32741.80111,325.82576,143.744,162.08203,32741.80111
film,43904.54124,48054.274730000005,53603.16526,58114.740580000005,58959.682649999995,58959.682649999995
scientist,7652.81692,660.7166,750.2751499999999,322.15193999999997,435.09792999999996,7652.81692
sculpture,24134.51634,43254.37586,45528.23384,59109.52793,16521.52912,59109.52793
university,370.8539,186.62167,229.51427999999999,234.2364,232.00999,370.8539
vehicle,17677.02419,27238.44271,37592.35421,48641.19513,59559.0483,59559.0483
video_game,5789.55026,218.13941,165.6279,207.28237000000001,225.32831000000002,5789.55026
