UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:14581385n,bn:01136081n;championship;2;true;true;0.662;2[o     0.511] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:01005574n,bn:02070930n;championship;2;true;true;0.659;2[o     0.530] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:14329264n,bn:14175020n;championship;2;true;true;0.666;2[o     0.508] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:02450552n,bn:01007157n;championship;2;true;true;0.667;2[o     0.510] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:00135934n,bn:01270820n;championship;2;true;true;0.661;2[o     0.513] INSTANCE_OF(X, bn:00017615n), INSTANCE_OF(X, bn:14251767n), SPORT(X, y_0)
bn:17256681n,bn:14650465n;championship;2;true;true;0.661;2[o     0.505] INSTANCE_OF(X, bn:00017615n)
bn:00536155n,bn:01401052n;championship;2;true;true;0.665;2[o     0.496] INSTANCE_OF(X, bn:00017615n)
bn:04797753n,bn:02590172n;championship;2;true;true;0.776;2[o     0.591] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:16874443n,bn:03170231n;championship;2;true;true;0.663;2[o     0.517] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:14137322n,bn:01053941n;championship;2;true;true;0.662;2[o     0.530] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:01933107n,bn:00905493n;championship;2;true;true;0.664;2[o     0.492] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:16601447n,bn:00995667n;championship;2;true;true;0.664;2[o     0.553] INSTANCE_OF(X, bn:00978832n), SPORT(X, y_0)
bn:02419135n,bn:14866640n;championship;2;true;true;0.777;2[o     0.627] INSTANCE_OF(X, bn:00017615n), INSTANCE_OF(X, bn:00044576n), COUNTRY_OF_CITIZENSHIP(X, y_0), PLACE_OF_BIRTH(X, y_1)
bn:00261628n,bn:01136091n;championship;2;true;true;0.663;2[o     0.536] INSTANCE_OF(X, bn:00017615n), COUNTRY(X, y_0), SPORT(X, y_1)
bn:15802238n,bn:15288231n;championship;2;true;true;0.665;2[o     0.518] SPORT(X, bn:00007908n), INSTANCE_OF(X, bn:00978832n), COUNTRY(X, y_0)
bn:01399899n,bn:00352290n;championship;2;true;true;0.658;2[o     0.545] INSTANCE_OF(X, bn:00017615n)
bn:01000576n,bn:01773250n;championship;2;true;true;0.67;2[o     0.501] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:04809031n,bn:01681045n;championship;2;true;true;0.771;2[o     0.588] INSTANCE_OF(X, bn:00469456n), SPORT(X, y_0)
bn:04807216n,bn:01695564n;championship;2;true;true;0.663;2[o     0.590] INSTANCE_OF(X, bn:00469456n), SPORT(X, y_0)
bn:02884049n,bn:14520925n;championship;2;true;true;0.664;2[o     0.499] INSTANCE_OF(X, bn:00017615n), SPORT(X, y_0)
bn:01005552n,bn:15741419n;championship;2;true;true;0.664;2[o     0.516] INSTANCE_OF(X, bn:00006759n), INSTANCE_OF(X, bn:00017615n), FOLLOWED_BY(X, y_0), COUNTRY(X, y_1), SPORT(X, y_2), FOLLOWS(X, y_3)
