SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;CAN_SIZE;WT_CAN_SIZE;SUMMARY_COMPUTATION_TIME;CAN_COMPUTATION_TIME;
band;bn:03410432n,bn:01415316n;2;176,125;352,250;21824;43649;37.75729;144.64152;
band;bn:00572241n,bn:02588752n;2;129,173;258,337;15250;30501;18.06608;106.76699;
band;bn:03505683n,bn:11676161n;2;125,126;250,252;15500;31001;10.35165;105.86883;
band;bn:01286740n,bn:08850967n;2;271,124;542,248;33480;66961;13.25152;265.00195;
band;bn:03757033n,bn:15757349n;2;126,124;252,248;15376;30753;11.06908;94.85708;
band;bn:00769817n,bn:00207006n;2;179,126;358,252;21824;43649;13.25900;137.60633;
band;bn:01874165n,bn:00118094n;2;222,124;443,248;26660;53321;17.21006;192.26175;
band;bn:04280627n,bn:00607783n;2;125,124;250,248;15376;30753;8.94190;106.72508;
band;bn:02218526n,bn:03233225n;2;126,125;252,250;15501;31003;11.86705;106.48435;
band;bn:03096382n,bn:00665438n;2;125,126;250,252;15376;30753;11.62084;108.34081;
band;bn:16241184n,bn:16807106n;2;125,124;250,248;15376;30753;9.44965;108.48583;
band;bn:00215994n,bn:03457573n;2;127,126;254,252;15502;31005;11.48320;110.48471;
band;bn:17538527n,bn:10342989n;2;129,270;258,540;33626;67253;33.36537;239.64711;
band;bn:02172646n,bn:17361863n;2;127,127;254,254;15625;31251;12.68614;91.58154;
band;bn:01374160n,bn:14120911n;2;124,126;248,252;15376;30753;11.46061;106.81745;
band;bn:02380196n,bn:03681264n;2;122,125;244,250;15128;30257;10.28018;105.11587;
band;bn:18354754n,bn:15324665n;2;129,124;258,248;15996;31993;9.05586;109.88638;
band;bn:00224709n,bn:16008054n;2;125,124;250,248;15376;30753;9.90969;89.72906;
band;bn:02824323n,bn:08161457n;2;124,125;248,250;15376;30753;10.30097;90.71149;
band;bn:01064017n,bn:01275473n;2;125,125;250,250;15376;30753;10.64149;90.58736;
band;bn:02575391n,bn:09719029n;2;124,132;248,264;15500;31001;14.49879;89.63306;
band;bn:01621366n,bn:02199002n;2;125,216;250,432;26288;52577;15.14472;166.59533;
band;bn:17414037n,bn:03544703n;2;124,125;248,250;15500;31001;9.25301;88.37533;
band;bn:01838210n,bn:08985636n;2;225,125;449,250;26537;53075;16.92208;160.59021;
band;bn:02771908n,bn:03386216n;2;124,179;248,358;22072;44145;11.64738;137.29623;
band;bn:08609881n,bn:16879053n;2;125,124;250,248;15376;30753;9.84807;113.01860;
band;bn:01933819n,bn:02966290n;2;125,125;250,250;15377;30755;10.55334;112.76598;
band;bn:14786413n,bn:02839686n;2;122,125;244,250;15128;30257;9.62055;110.22675;
band;bn:00442424n,bn:13835744n;2;124,180;248,360;22196;44393;11.05035;141.40169;
band;bn:14444332n,bn:02555927n;2;124,126;248,252;15376;30753;10.93188;89.72796;
band;bn:03667820n,bn:00240600n;2;126,315;252,630;39060;78121;14.50649;290.30560;
band;bn:03833037n,bn:15962593n;2;179,214;358,428;37736;75473;14.27284;263.22469;
band;bn:03858572n,bn:01295687n;2;126,126;252,252;15378;30757;10.57985;92.31444;
band;bn:15030713n,bn:00360309n;2;128,123;256,246;15128;30257;11.72948;107.95745;
band;bn:03021116n,bn:01260108n;2;125,124;250,248;15376;30753;9.31644;107.82956;
band;bn:02855281n,bn:02292820n;2;126,179;251,358;22251;44503;9.77103;143.62934;
band;bn:17190237n,bn:03765779n;2;124,122;248,244;15128;30257;7.72586;112.28624;
band;bn:02199002n,bn:02552523n;2;216,126;432,252;26289;52579;13.70901;189.73134;
band;bn:00654432n,bn:03184399n;2;126,128;252,256;15502;31005;11.02483;105.84484;
band;bn:01324763n,bn:03203966n;2;179,179;358,358;31685;63371;11.47940;241.40954;
