UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:02756434n,bn:02442094n,bn:01775589n,bn:00003607n,bn:02674766n,bn:02213731n;dialect;6;true;true;0.666;6[o     0.535] INSTANCE_OF(X, bn:00000640n)
bn:15245742n,bn:02290382n,bn:07583211n,bn:17508221n,bn:01340966n,bn:14733772n;dialect;6;true;true;0.668;6[o     0.514] INSTANCE_OF(X, bn:00000640n)
bn:01995287n,bn:16351170n,bn:01344568n,bn:01507121n,bn:13942187n,bn:01058325n;dialect;6;true;true;0.667;6[o     0.508] INSTANCE_OF(X, bn:00000640n)
bn:06493400n,bn:06566990n,bn:01182736n,bn:00868048n,bn:00164545n,bn:00864526n;dialect;6;true;true;0.667;6[o     0.511] INSTANCE_OF(X, bn:00000640n)
bn:15339513n,bn:13994760n,bn:07346022n,bn:01964141n,bn:02545399n,bn:12990700n;dialect;6;true;true;0.666;6[o     0.496] INSTANCE_OF(X, bn:00000640n)
bn:04963578n,bn:02168679n,bn:03891667n,bn:01144255n,bn:12991393n,bn:12989669n;dialect;6;true;true;0.667;6[o     0.517] INSTANCE_OF(X, bn:00000640n)
bn:03165036n,bn:05881027n,bn:00606733n,bn:03509551n,bn:05209804n,bn:15405870n;dialect;6;true;true;0.667;6[o     0.503] INSTANCE_OF(X, bn:00000640n)
bn:16736903n,bn:15339513n,bn:03413519n,bn:03683758n,bn:07073826n,bn:16424708n;dialect;6;true;true;0.666;6[o     0.515] INSTANCE_OF(X, bn:00000640n)
bn:01064605n,bn:01510798n,bn:14221522n,bn:13273629n,bn:01830698n,bn:03719371n;dialect;6;true;true;0.666;6[o     0.546] INSTANCE_OF(X, bn:00000640n)
bn:02009912n,bn:02160353n,bn:02442094n,bn:01210300n,bn:02674776n,bn:03652582n;dialect;6;true;true;0.662;6[o     0.537] INSTANCE_OF(X, bn:00000640n)
bn:07346024n,bn:16311490n,bn:01364235n,bn:12989643n,bn:00009675n,bn:02407425n;dialect;6;true;true;0.672;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
