UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,139984.0,61.93273717126155,43.72318079911592,3.2857142857142856,9.0,33.0,52.333333333333336,64.0,151.0,195.0,268.0
3,140000.0,69.69369329301163,47.16132830382179,3.7333333333333334,9.0,38.8,59.5,84.66666666666667,161.0,195.0,254.0
4,140000.0,74.64560618136642,48.5452887301239,3.7333333333333334,10.0,42.166666666666664,62.0,121.0,161.0,195.0,254.0
5,140000.0,78.40871131501565,49.35685670119797,3.7333333333333334,11.666666666666666,50.4,62.6,121.0,161.0,195.0,253.0
6,139993.0,81.38159051861672,49.99405635926981,4.363636363636363,11.666666666666666,51.2,63.5,122.0,161.0,195.0,252.0
