UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,139984.0,9.079227409132471,7.065866567887186,0.92172,3.0427345000000003,5.38039,7.291485,11.439842500000001,20.01224200000002,33.50853240000002,781.40134
3,140000.0,16.34484134635714,9.163875626259191,2.81091,6.236668,10.3039775,13.214845,21.7583075,34.04671449999999,48.09031410000001,104.12741
4,140000.0,23.590436008500003,12.586880240715363,4.12001,8.852805,15.01527,18.971474999999998,32.228305,51.10984999999999,62.793730499999995,122.79334
5,140000.0,30.796519372000006,16.106638355216838,5.53952,11.8027325,19.6642275,24.93711,41.900175000000004,64.40668799999996,76.89672870000001,136.70122
6,139993.0,37.94456267877679,19.439116744487507,6.87345,14.55547,24.46919,31.04616,50.996,76.07228199999999,91.12263359999999,162.96135
