UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,139984.0,3.3152646016687624,2.3247712946590284,1.0,1.0,2.0,3.0,5.0,7.0,10.0,29.0
3,140000.0,2.801042857142857,1.998771484884628,1.0,1.0,1.0,2.0,4.0,6.0,9.0,26.0
4,140000.0,2.539892857142857,1.8384709842079117,1.0,1.0,1.0,2.0,3.0,6.0,8.0,23.0
5,140000.0,2.3756214285714288,1.7673008461007809,1.0,1.0,1.0,2.0,3.0,6.0,8.0,21.0
6,139993.0,2.2545627281364067,1.719220740869557,1.0,1.0,1.0,2.0,3.0,6.0,8.0,18.0
