UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,139984.0,0.8230866761915647,4.07912617741263,0.08315,0.1152015,0.1802,0.26137,0.433915,1.1759740000000003,12.412758900000336,89.9306
3,140000.0,0.7991565865000001,3.6930001950222047,0.15968,0.21406950000000002,0.32262,0.45452,0.74619,1.3332205,4.169726600000053,131.61803
4,140000.0,0.9524362702142857,3.281788703451206,0.23143,0.30742,0.45113,0.634295,1.0315050000000001,1.753352499999997,4.638768700000027,172.48137
5,140000.0,1.1235319282142857,2.866479080879862,0.30252,0.4015195,0.5653775,0.81155,1.3077524999999999,2.1887405,5.060089900000009,210.00537
6,139993.0,1.2942726809197604,1.6237333440119623,0.37708,0.498042,0.67579,0.98214,1.56762,2.6341079999999994,5.895175199999997,169.74308
