UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,139984.0,13.268932274474224,6.929985054063554,2.01445,6.5102955,8.707617500000001,11.444075,16.070027500000002,26.838249500000007,37.94670320000004,209.10736
3,140000.0,19.77700059514286,9.111885608873976,4.63524,10.139969,13.0862,17.597075,24.14796,38.438397999999985,48.451679100000014,154.9758
4,140000.0,26.91878878378571,11.491715871695133,6.14769,13.675123000000001,17.8142725,24.43928,33.457634999999996,50.446451499999995,61.15535870000013,143.37021
5,140000.0,34.264257953785716,13.884124062609562,7.93478,17.26837,22.924115,31.855629999999998,42.40563,61.08533199999996,74.53505670000004,149.02774
6,139993.0,42.0834707924682,16.602957877906523,10.71694,20.949324,28.50023,39.78783,51.75352,73.10886999999998,88.59107879999988,256.27743
