SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;SUMMARY_TILDE_SIZES;OLDKER_SIZE;WT_OLDKER_SIZE;NEWKER_SIZE;WT_NEWKER_SIZE;OLDCORE_SIZE;WT_OLDCORE_SIZE;NEWCORE_SIZE;WT_NEWCORE_SIZE;SUMMARY_COMPUTATION_TIME;SUMMARY_TILDE_COMPUTATION_TIME;OLDKER_COMPUTATION_TIME;NEWKER_COMPUTATION_TIME;OLDCORE_COMPUTATION_TIME;NEWCORE_COMPUTATION_TIME;
championship;bn:01107662n,bn:15051286n,bn:02445255n,bn:01391634n,bn:03645257n;5;167,130,129,128,155;333,260,258,256,309;3,2,2,2,7;NA;NA;2;5;NA;NA;127;255;23.82171;40.99878;NA;0.70721;NA;21.27166;
championship;bn:17228419n,bn:01968148n,bn:02074549n,bn:00756069n,bn:16922081n;5;225,127,127,129,129;450,254,254,258,258;8,2,2,2,2;NA;NA;2;5;NA;NA;127;255;27.81899;111.67820;NA;0.68429;NA;25.38160;
championship;bn:15809756n,bn:17063761n,bn:01005559n,bn:16008090n,bn:17312612n;5;229,131,153,143,130;458,261,306,286,260;12,4,5,2,3;NA;NA;1;3;NA;NA;126;253;35.78384;123.29231;NA;0.80735;NA;42.10902;
championship;bn:00950397n,bn:01033376n,bn:15316721n,bn:01867166n,bn:16936361n;5;128,130,130,129,230;256,260,260,258,460;2,3,2,3,13;NA;NA;2;5;NA;NA;127;255;27.72570;110.16331;NA;0.85240;NA;24.97827;
championship;bn:01401000n,bn:14474322n,bn:01041791n,bn:13935277n,bn:15030352n;5;126,128,167,128,131;252,256,333,256,262;1,2,5,2,4;NA;NA;1;3;NA;NA;126;253;21.58663;39.17149;NA;0.54499;NA;21.14459;
championship;bn:02814323n,bn:00256757n,bn:00950348n,bn:00835069n,bn:16011857n;5;150,143,132,129,147;300,286,264,258,294;5,2,4,2,2;NA;NA;2;5;NA;NA;127;255;24.28280;38.74252;NA;0.65974;NA;21.25101;
championship;bn:16017947n,bn:09022417n,bn:02048187n,bn:17829662n,bn:01715886n;5;225,150,146,128,153;450,300,292,256,306;10,4,2,1,5;NA;NA;1;3;NA;NA;126;253;54.43540;120.04106;NA;0.68663;NA;23.20564;
championship;bn:03563663n,bn:15102828n,bn:17880986n,bn:00716413n,bn:02700903n;5;133,137,130,253,129;266,274,260,380,258;5,10,3,1,2;NA;NA;1;3;NA;NA;126;253;26.82254;43.92903;NA;0.65233;NA;23.24357;
championship;bn:01036856n,bn:00270424n,bn:03195690n,bn:17251752n,bn:13832500n;5;153,130,153,130,222;306,260,306,260,444;5,2,5,3,4;NA;NA;1;3;NA;NA;126;253;27.22538;116.68950;NA;0.68261;NA;23.37524;
championship;bn:01008996n,bn:02784834n,bn:04739413n,bn:15828093n,bn:16677483n;5;153,129,131,236,225;306,258,262,472,450;5,2,2,19,10;NA;NA;2;5;NA;NA;127;255;56.42640;126.93249;NA;1.10885;NA;25.41936;
championship;bn:01136096n,bn:16264984n,bn:17052081n,bn:17229393n,bn:02070930n;5;137,230,129,226,127;274,460,258,452,254;5,13,2,9,2;NA;NA;2;5;NA;NA;127;255;32.94495;115.86082;NA;0.96108;NA;23.68490;
championship;bn:13907763n,bn:03851781n,bn:14486874n,bn:17219852n,bn:02072723n;5;226,147,152,227,128;452,294,304,453,256;9,4,3,10,1;NA;NA;1;3;NA;NA;126;253;35.37198;120.09002;NA;0.79045;NA;24.74803;
championship;bn:02385674n,bn:00218481n,bn:16026149n,bn:14683587n,bn:02702796n;5;131,131,227,146,129;262,262,454,292,258;4,4,10,3,2;NA;NA;2;5;NA;NA;127;255;66.59846;116.48642;NA;0.81510;NA;23.89797;
championship;bn:17251763n,bn:15133638n,bn:03044116n,bn:02809325n,bn:02784798n;5;130,129,144,182,129;260,258,288,364,258;3,2,2,1,2;NA;NA;1;3;NA;NA;126;253;18.67811;41.24727;NA;0.47133;NA;21.84447;
championship;bn:14626198n,bn:02821749n,bn:17079142n,bn:01045478n,bn:04297420n;5;131,147,147,151,129;262,294,293,302,258;3,2,5,3,2;NA;NA;2;5;NA;NA;127;255;20.77542;40.19989;NA;0.67045;NA;21.20560;
championship;bn:06790288n,bn:15838609n,bn:09022424n,bn:15316549n,bn:14370030n;5;128,130,150,130,128;256,260,300,260,256;1,3,4,2,2;NA;NA;1;3;NA;NA;126;253;19.21412;37.73002;NA;0.49591;NA;40.00700;
championship;bn:01309501n,bn:11223711n,bn:14232302n,bn:16672980n,bn:16142190n;5;128,131,130,229,230;256,262,260,458,460;2,4,3,12,15;NA;NA;1;3;NA;NA;126;253;34.47528;118.65366;NA;0.98765;NA;24.02253;
championship;bn:02028916n,bn:13990263n,bn:00995733n,bn:01079242n,bn:03631199n;5;131,258,152,130,142;262,515,304,260,284;3,11,4,3,1;NA;NA;1;3;NA;NA;126;253;37.45299;131.26902;NA;0.71610;NA;27.73789;
championship;bn:02460609n,bn:01819766n,bn:14373586n,bn:15495031n,bn:00537499n;5;128,131,146,129,127;256,262,292,258,254;2,3,3,2,2;NA;NA;2;5;NA;NA;127;255;18.30186;38.70466;NA;0.62325;NA;20.74578;
championship;bn:14872948n,bn:06790477n,bn:01107601n,bn:16020611n,bn:02338154n;5;129,128,186,230,127;258,256,372,460,254;2,1,4,13,1;NA;NA;1;3;NA;NA;126;253;55.85413;121.36166;NA;0.67221;NA;22.97388;
championship;bn:16023832n,bn:04739418n,bn:15102828n,bn:17232416n,bn:02850752n;5;222,131,137,227,133;444,262,274,454,266;5,2,10,10,6;NA;NA;2;5;NA;NA;127;255;47.61009;125.90775;NA;1.06214;NA;24.20189;
championship;bn:02983689n,bn:14126449n,bn:13892432n,bn:03116827n,bn:00806174n;5;128,128,232,127,127;256,256,464,254,254;2,2,15,2,1;NA;NA;1;3;NA;NA;126;253;28.94827;117.87580;NA;0.71102;NA;22.33174;
championship;bn:15703214n,bn:17044348n,bn:01447951n,bn:03472347n,bn:01081602n;5;131,128,134,128,147;262,256,268,256,294;3,2,7,2,2;NA;NA;2;5;NA;NA;127;255;45.56474;40.11012;NA;0.67755;NA;20.49646;
championship;bn:02075978n,bn:01053940n,bn:04013146n,bn:02946164n,bn:14593198n;5;128,162,159,147,143;256,323,318,294,286;1,5,4,4,2;NA;NA;1;3;NA;NA;126;253;22.07767;39.08024;NA;0.57429;NA;21.99790;
championship;bn:01018413n,bn:16119344n,bn:15621729n,bn:14725138n,bn:16106619n;5;129,230,128,231,229;258,460,256,462,458;2,13,2,14,12;NA;NA;2;5;NA;NA;127;255;32.02912;112.25971;NA;1.17563;NA;30.16056;
championship;bn:02321835n,bn:04762868n,bn:02232430n,bn:16480283n,bn:03401101n;5;132,126,152,152,128;264,252,304,303,256;4,1,5,3,2;NA;NA;1;3;NA;NA;126;253;45.50546;46.32260;NA;0.55461;NA;21.69065;
championship;bn:01003905n,bn:16407525n,bn:15346137n,bn:03372742n,bn:04109627n;5;163,151,140,130,150;325,302,280,260,300;6,3,2,3,4;NA;NA;2;5;NA;NA;127;255;23.00050;41.07874;NA;0.72186;NA;21.87963;
championship;bn:00703033n,bn:04807571n,bn:16494437n,bn:02710131n,bn:17229307n;5;158,222,153,129,225;315,444,305,258,450;3,5,3,2,8;NA;NA;2;5;NA;NA;127;255;30.49028;112.78950;NA;0.79079;NA;25.58117;
championship;bn:00286782n,bn:01164471n,bn:16202565n,bn:14823508n,bn:01807567n;5;131,129,129,133,129;262,258,258,266,258;3,2,3,6,2;NA;NA;2;5;NA;NA;127;255;23.04909;40.05397;NA;0.70207;NA;20.78851;
championship;bn:01871019n,bn:03837478n,bn:00200709n,bn:01045456n,bn:03537483n;5;128,129,133,151,131;256,258,266,302,262;2,3,5,3,3;NA;NA;2;5;NA;NA;127;255;23.18957;37.21247;NA;0.67720;NA;20.76394;
championship;bn:15598560n,bn:02731362n,bn:17102458n,bn:16481999n,bn:01675034n;5;149,127,129,129,130;298,254,258,258,260;6,1,2,2,2;NA;NA;1;3;NA;NA;126;253;21.28618;35.72005;NA;0.51714;NA;20.42801;
championship;bn:14048370n,bn:17330594n,bn:01041757n,bn:01862016n,bn:16601438n;5;129,127,153,132,130;258,254,306,264,260;2,1,4,5,3;NA;NA;1;3;NA;NA;126;253;20.80396;38.68769;NA;0.54773;NA;20.69573;
championship;bn:16084038n,bn:03307896n,bn:01885351n,bn:03652390n,bn:01523220n;5;130,128,128,145,132;260,256,256,290,264;2,2,3,4,5;NA;NA;2;5;NA;NA;127;255;24.73223;40.92659;NA;0.68634;NA;39.16269;
championship;bn:00255984n,bn:15336107n,bn:02067141n,bn:02282839n,bn:14926878n;5;128,158,126,218,135;256,316,252,436,270;2,2,1,2,8;NA;NA;1;3;NA;NA;126;253;28.94067;115.17706;NA;0.55645;NA;22.35114;
championship;bn:18156541n,bn:14261531n,bn:01458977n,bn:14819071n,bn:01696104n;5;154,157,272,178,129;308,314,418,356,258;6,2,2,1,2;NA;NA;1;3;NA;NA;126;253;26.96363;68.28270;NA;0.53189;NA;24.37985;
championship;bn:08417468n,bn:15814926n,bn:21280332n,bn:16258000n,bn:02232423n;5;128,129,128,183,152;256,258,256,365,304;1,2,1,5,5;NA;NA;1;3;NA;NA;126;253;22.65310;48.39898;NA;0.53687;NA;21.77625;
championship;bn:15825830n,bn:04115899n,bn:01979308n,bn:01705928n,bn:21676732n;5;230,130,127,130,130;460,260,254,260,260;13,3,2,3,3;NA;NA;2;5;NA;NA;127;255;50.86358;115.53489;NA;0.84992;NA;23.39634;
championship;bn:04739412n,bn:03793858n,bn:14695978n,bn:02093149n,bn:13882184n;5;131,131,129,128,131;262,262,258,256,262;2,4,2,1,4;NA;NA;1;3;NA;NA;126;253;22.88661;35.16421;NA;0.52730;NA;20.39806;
championship;bn:03062379n,bn:02845278n,bn:01367296n,bn:16616497n,bn:03124905n;5;129,130,145,129,148;258,260,290,258,296;2,2,2,2,2;NA;NA;2;5;NA;NA;127;255;17.06826;32.50469;NA;0.56633;NA;20.85461;
championship;bn:01227667n,bn:02595612n,bn:01489001n,bn:17221890n,bn:14819071n;5;145,151,126,231,178;290,302,252,462,356;2,3,1,14,1;NA;NA;1;3;NA;NA;126;253;28.58616;137.09954;NA;0.68918;NA;23.63299;
championship;bn:02731362n,bn:00256757n,bn:01972053n,bn:00218446n,bn:00551673n;5;127,143,149,159,146;254,286,298,317,292;1,2,3,6,2;NA;NA;1;3;NA;NA;126;253;23.25377;39.44079;NA;0.54040;NA;21.89154;
championship;bn:16473986n,bn:02605602n,bn:02510455n,bn:00636508n,bn:00421236n;5;131,128,143,253,127;262,256,286,380,254;3,2,3,2,1;NA;NA;1;3;NA;NA;126;253;20.87928;38.44810;NA;0.47897;NA;22.16863;
championship;bn:10115715n,bn:14005223n,bn:14464045n,bn:01079294n,bn:17102768n;5;148,146,319,131,153;296,292,638,262,305;6,2,2,4,4;NA;NA;2;5;NA;NA;127;255;28.76249;57.34988;NA;0.74259;NA;25.19452;
championship;bn:01324197n,bn:02192334n,bn:16793599n,bn:01856661n,bn:16831228n;5;166,129,143,130,130;331,258,286,260,260;3,2,2,2,3;NA;NA;2;5;NA;NA;127;255;17.60542;35.73543;NA;0.72600;NA;40.97264;
championship;bn:00965395n,bn:00868162n,bn:02672860n,bn:01890996n,bn:02613926n;5;132,132,147,128,147;264,264,294,256,294;4,4,3,2,3;NA;NA;2;5;NA;NA;127;255;19.76026;35.60803;NA;0.68139;NA;21.29645;
championship;bn:00259748n,bn:16730788n,bn:02372899n,bn:04746356n,bn:00368434n;5;143,229,154,222,146;286,458,308,444,292;2,12,5,5,3;NA;NA;2;5;NA;NA;127;255;34.74085;123.55578;NA;0.91636;NA;25.43319;
championship;bn:01772517n,bn:02924537n,bn:16034569n,bn:17821436n,bn:01644762n;5;129,156,228,130,160;258,311,456,260,320;2,3,11,3,4;NA;NA;2;5;NA;NA;127;255;30.72980;121.50660;NA;0.85110;NA;41.96557;
championship;bn:15218330n,bn:14812355n,bn:14827031n,bn:02082997n,bn:01053970n;5;222,144,220,130,162;444,288,440,260,323;5,3,3,2,5;NA;NA;1;3;NA;NA;126;253;31.94375;121.52761;NA;0.66991;NA;24.51857;
championship;bn:01062804n,bn:14038225n,bn:17144945n,bn:06470034n,bn:17150996n;5;152,126,146,130,227;304,252,292,260,454;4,1,2,3,10;NA;NA;1;3;NA;NA;126;253;34.38724;127.26658;NA;0.66724;NA;22.53988;
championship;bn:02762270n,bn:01035941n,bn:14733362n,bn:02079945n,bn:01581595n;5;127,152,153,150,147;254,304,305,300,294;1,4,3,2,3;NA;NA;1;3;NA;NA;126;253;21.42248;42.21657;NA;0.51860;NA;21.17191;
championship;bn:15809656n,bn:02200964n,bn:01041807n,bn:15645866n,bn:00507373n;5;133,152,167,146,130;266,304,333,292,260;7,4,5,3,3;NA;NA;2;5;NA;NA;127;255;50.03968;44.27675;NA;0.78603;NA;22.48697;
championship;bn:14031321n,bn:16074701n,bn:16081354n,bn:02740356n,bn:00960164n;5;228,130,129,128,134;456,260,258,256,268;13,2,2,2,6;NA;NA;2;5;NA;NA;127;255;35.24330;116.33143;NA;0.86512;NA;23.46987;
championship;bn:06790600n,bn:02544219n,bn:15619046n,bn:01115479n,bn:01422896n;5;147,153,233,220,133;294,306,466,440,266;6,5,16,4,6;NA;NA;1;3;NA;NA;126;253;36.66663;122.30580;NA;0.95088;NA;24.57951;
championship;bn:01107606n,bn:01915771n,bn:16767034n,bn:00994178n,bn:14603931n;5;186,145,227,150,130;372,290,454,300,260;4,2,10,2,2;NA;NA;2;5;NA;NA;127;255;51.72424;122.20171;NA;0.76849;NA;25.18935;
championship;bn:01045466n,bn:01715853n,bn:16056216n,bn:14844490n,bn:17104490n;5;151,152,129,230,218;302,304,258,460,436;3,4,2,13,3;NA;NA;1;3;NA;NA;126;253;32.41703;118.15393;NA;0.79167;NA;25.32841;
championship;bn:04097269n,bn:02321834n,bn:15836961n,bn:01053954n,bn:16848909n;5;243,132,130,162,130;485,264,260,323,260;6,4,2,5,3;NA;NA;1;3;NA;NA;126;253;31.94165;124.65886;NA;0.76325;NA;23.27050;
championship;bn:02067322n,bn:15051838n,bn:03327532n,bn:15542779n,bn:15935712n;5;127,154,127,149,152;254,307,254,298,304;2,7,1,6,4;NA;NA;1;3;NA;NA;126;253;46.17239;43.43934;NA;0.63726;NA;22.49989;
championship;bn:02750439n,bn:01396574n,bn:03396083n,bn:02895726n,bn:14231967n;5;128,127,157,126,128;256,254,313,252,256;2,2,4,1,1;NA;NA;1;3;NA;NA;126;253;17.11978;32.19963;NA;0.45800;NA;20.08580;
championship;bn:03491933n,bn:15288081n,bn:03264014n,bn:03574597n,bn:14160175n;5;130,131,153,142,219;260,262,306,283,438;3,3,5,3,4;NA;NA;1;3;NA;NA;126;253;26.35456;116.86824;NA;0.70789;NA;22.92103;
championship;bn:15586012n,bn:15052390n,bn:16091677n,bn:01895663n,bn:00590944n;5;132,243,129,131,153;264,486,258,262,306;5,4,2,4,5;NA;NA;2;5;NA;NA;127;255;29.54134;119.67715;NA;0.75636;NA;42.29318;
championship;bn:00811974n,bn:00194237n,bn:17646514n,bn:14086628n,bn:16036910n;5;131,148,129,220,225;262,295,258,440,450;3,4,2,3,8;NA;NA;1;3;NA;NA;126;253;29.88444;113.33384;NA;0.69781;NA;24.76214;
