SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;SUMMARY_TILDE_SIZES;OLDKER_SIZE;WT_OLDKER_SIZE;NEWKER_SIZE;WT_NEWKER_SIZE;OLDCORE_SIZE;WT_OLDCORE_SIZE;NEWCORE_SIZE;WT_NEWCORE_SIZE;SUMMARY_COMPUTATION_TIME;SUMMARY_TILDE_COMPUTATION_TIME;OLDKER_COMPUTATION_TIME;NEWKER_COMPUTATION_TIME;OLDCORE_COMPUTATION_TIME;NEWCORE_COMPUTATION_TIME;
band;bn:01349176n,bn:03640137n,bn:03061516n,bn:17475469n;4;124,124,124,125;248,248,248,250;2,2,2,3;2;5;2;5;NA;NA;124;249;14.32922;29.43614;2.99266;0.41741;NA;14.37494;
band;bn:15986928n,bn:13269341n,bn:03749394n,bn:03705624n;4;124,124,126,125;248,248,252,250;2,2,4,3;2;5;2;5;NA;NA;124;249;15.71340;29.93514;2.85503;0.44746;NA;14.36353;
band;bn:00865998n,bn:07944580n,bn:03689840n,bn:01128040n;4;179,125,125,124;358,250,250,248;3,3,3,2;2;5;2;5;NA;NA;124;249;17.19957;35.80284;3.10567;0.44835;NA;35.10365;
band;bn:09672810n,bn:03276071n,bn:14332583n,bn:03350332n;4;125,126,124,125;250,252,248,250;3,2,2,3;2;5;2;5;NA;NA;124;249;13.14544;30.15067;2.92549;0.44967;NA;14.69380;
band;bn:00357683n,bn:01617044n,bn:02473057n,bn:00851443n;4;126,124,124,127;252,248,248,254;4,2,2,5;2;5;2;5;NA;NA;124;249;17.59703;31.99036;2.89906;0.49204;NA;14.47837;
band;bn:03088351n,bn:00267649n,bn:12361939n,bn:01961438n;4;125,124,124,126;250,248,248,252;3,2,2,4;2;5;2;5;NA;NA;124;249;14.47962;29.72116;2.85861;0.46090;NA;14.40956;
band;bn:17338593n,bn:02435026n,bn:15767369n,bn:00560202n;4;178,178,125,124;356,356,250,248;3,2,3,2;2;5;2;5;NA;NA;124;249;15.68840;32.96556;2.87113;0.43514;NA;16.80781;
band;bn:03715690n,bn:01836858n,bn:16735448n,bn:00741032n;4;125,124,122,125;250,248,244,250;2,1,1,2;1;3;1;3;NA;NA;122;245;12.44168;32.30758;0.06003;0.31023;NA;14.39900;
band;bn:03666831n,bn:00765658n,bn:13831901n,bn:02801815n;4;125,125,124,124;250,250,248,248;2,2,2,2;2;5;2;5;NA;NA;124;249;12.04076;28.27049;3.10869;0.39549;NA;14.75829;
band;bn:04235437n,bn:17194043n,bn:01475329n,bn:09083999n;4;122,125,125,125;244,250,250,250;1,2,2,2;1;3;1;3;NA;NA;122;245;17.44708;31.49858;0.05454;0.30965;NA;14.68972;
band;bn:01567692n,bn:09199577n,bn:02667198n,bn:02407537n;4;124,124,124,125;248,248,248,250;2,2,2,3;2;5;2;5;NA;NA;124;249;13.66833;30.69966;2.97781;0.42323;NA;14.67742;
band;bn:01326897n,bn:03796821n,bn:01935100n,bn:03277941n;4;124,123,124,125;248,246,248,250;1,2,1,2;1;3;1;3;NA;NA;122;245;13.06731;30.23021;0.05720;0.29944;NA;14.68243;
band;bn:00128392n,bn:02167858n,bn:16235373n,bn:16909447n;4;183,125,125,124;365,250,250,248;6,3,3,2;2;5;2;5;NA;NA;124;249;15.21356;33.49304;3.61562;0.50675;NA;16.17524;
band;bn:14956861n,bn:01841887n,bn:00500326n,bn:03180714n;4;124,124,178,124;248,248,356,248;1,1,3,1;1;3;1;3;NA;NA;122;245;14.92791;34.95423;0.05755;0.29729;NA;34.70435;
band;bn:00139047n,bn:00887661n,bn:03286087n,bn:00390316n;4;124,125,125,126;248,250,250,252;2,2,3,4;2;5;2;5;NA;NA;124;249;14.38521;30.50419;3.09999;0.45235;NA;14.76793;
band;bn:02821543n,bn:02312341n,bn:03166701n,bn:01786757n;4;199,124,126,126;398,248,252,252;2,1,3,3;1;3;1;3;NA;NA;122;245;16.96329;36.16532;0.05637;0.34336;NA;16.35008;
band;bn:05124248n,bn:03039116n,bn:01381814n,bn:00073853n;4;125,126,125,241;250,252,250,461;3,4,3,14;2;5;2;5;NA;NA;124;249;27.33760;47.62937;3.03809;0.70951;NA;16.98531;
band;bn:02503453n,bn:02548528n,bn:02222239n,bn:16162875n;4;125,124,125,124;250,248,250,248;3,2,3,2;2;5;2;5;NA;NA;124;249;14.24498;32.11534;2.88206;0.44178;NA;14.62924;
band;bn:02488937n,bn:01080336n,bn:02722043n,bn:14744443n;4;122,125,153,124;244,250,306,248;1,2,3,1;1;3;1;3;NA;NA;122;245;16.32338;34.62686;0.05827;0.31280;NA;33.18185;
