SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;SUMMARY_TILDE_SIZES;OLDKER_SIZE;WT_OLDKER_SIZE;NEWKER_SIZE;WT_NEWKER_SIZE;OLDCORE_SIZE;WT_OLDCORE_SIZE;NEWCORE_SIZE;WT_NEWCORE_SIZE;SUMMARY_COMPUTATION_TIME;SUMMARY_TILDE_COMPUTATION_TIME;OLDKER_COMPUTATION_TIME;NEWKER_COMPUTATION_TIME;OLDCORE_COMPUTATION_TIME;NEWCORE_COMPUTATION_TIME;
company;bn:01302634n,bn:03617144n,bn:04115387n;3;209,208,347;418,416,694;4,4,8;NA;NA;4;9;NA;NA;193;387;20.01870;73.92185;NA;0.53905;NA;39.34555;
company;bn:07829397n,bn:00540246n,bn:01494115n;3;195,257,164;390,514,328;1,4,2;NA;NA;1;3;NA;NA;163;327;16.79150;53.26990;NA;0.29442;NA;15.11479;
company;bn:02531415n,bn:04749095n,bn:11116015n;3;238,239,242;476,477,484;4,11,3;NA;NA;2;5;NA;NA;196;393;22.47647;74.64474;NA;0.58801;NA;18.19184;
company;bn:01590422n,bn:00714454n,bn:16387211n;3;197,211,256;394,422,512;1,3,3;NA;NA;1;3;NA;NA;195;391;15.74577;67.05469;NA;0.29975;NA;17.11547;
company;bn:02385786n,bn:01474746n,bn:02404156n;3;208,203,256;416,406,512;1,8,3;NA;NA;1;3;NA;NA;195;391;20.30935;69.27079;NA;0.38636;NA;35.91142;
company;bn:13992334n,bn:00716480n,bn:02855318n;3;341,256,210;682,512,420;6,6,5;NA;NA;5;11;NA;NA;194;389;18.31863;76.02868;NA;0.62765;NA;21.57013;
company;bn:00546610n,bn:01581905n,bn:00199201n;3;341,298,263;682,596,526;7,4,5;NA;NA;3;7;NA;NA;192;385;23.86436;156.43863;NA;0.52082;NA;27.73924;
company;bn:01305795n,bn:03701003n,bn:15353057n;3;213,199,196;426,398,392;5,2,2;NA;NA;1;3;NA;NA;195;391;18.54617;62.94629;NA;0.36899;NA;16.37147;
company;bn:03796326n,bn:04792799n,bn:17060673n;3;200,243,209;400,485,418;3,14,1;NA;NA;1;3;NA;NA;195;391;41.75404;69.82769;NA;0.50371;NA;16.45649;
company;bn:00125891n,bn:05137267n,bn:04147062n;3;339,347,347;678,694,694;3,5,5;NA;NA;3;7;NA;NA;339;679;23.48405;172.31956;NA;0.51116;NA;31.67572;
company;bn:00194704n,bn:00337217n,bn:03887116n;3;264,204,246;528,407,492;1,9,3;NA;NA;1;3;NA;NA;195;391;23.00730;69.73747;NA;0.42528;NA;18.01292;
company;bn:01699058n,bn:00517725n,bn:12446604n;3;256,341,341;512,682,682;6,8,6;NA;NA;6;13;NA;NA;232;465;40.72510;88.10709;NA;0.68859;NA;26.40300;
company;bn:00533776n,bn:14130004n,bn:14514078n;3;204,197,196;407,394,392;7,3,2;NA;NA;1;3;NA;NA;195;391;21.47934;66.12015;NA;0.40590;NA;16.87059;
company;bn:00459677n,bn:04123998n,bn:03302049n;3;202,371,340;404,742,680;4,7,6;NA;NA;4;9;NA;NA;194;389;21.30939;77.60056;NA;0.55484;NA;22.48047;
company;bn:13948428n,bn:03201057n,bn:03731934n;3;219,238,255;438,476,510;2,4,2;NA;NA;2;5;NA;NA;196;393;16.29661;68.40653;NA;0.34034;NA;39.18856;
company;bn:03740628n,bn:15147983n,bn:08064113n;3;200,197,196;399,394,392;6,3,2;NA;NA;2;5;NA;NA;196;393;16.76454;59.83549;NA;0.42680;NA;15.53440;
company;bn:02528315n,bn:14442300n,bn:01968629n;3;245,341,164;490,682,328;3,3,1;NA;NA;1;3;NA;NA;163;327;20.00863;67.40128;NA;0.29493;NA;18.44607;
company;bn:01155889n,bn:03322749n,bn:02224774n;3;199,227,195;398,454,390;2,5,1;NA;NA;1;3;NA;NA;195;391;17.68131;67.91520;NA;0.32107;NA;17.18753;
company;bn:01626991n,bn:01259538n,bn:02869242n;3;310,197,164;619,394,328;8,3,2;NA;NA;1;3;NA;NA;163;327;21.98236;126.81892;NA;0.45698;NA;21.24215;
company;bn:03074195n,bn:01777333n,bn:00848726n;3;254,311,202;508,622,404;1,8,1;NA;NA;1;3;NA;NA;195;391;20.64559;141.28203;NA;0.34664;NA;18.85386;
company;bn:01956842n,bn:07756454n,bn:17578780n;3;206,195,200;412,390,400;5,1,5;NA;NA;1;3;NA;NA;195;391;21.31264;64.74526;NA;0.37412;NA;17.34518;
company;bn:07851550n,bn:02424600n,bn:14637330n;3;195,203,200;390,406,400;1,2,4;NA;NA;1;3;NA;NA;195;391;15.70957;59.66642;NA;0.29382;NA;17.11795;
company;bn:00265354n,bn:16225221n,bn:00312482n;3;321,209,197;639,418,394;13,2,1;NA;NA;1;3;NA;NA;196;393;21.07767;142.51829;NA;0.46721;NA;18.53728;
company;bn:03596753n,bn:01937898n,bn:03273231n;3;256,196,341;512,392,682;5,4,7;NA;NA;3;7;NA;NA;192;385;19.42772;73.15286;NA;0.50237;NA;19.37393;
company;bn:00753094n,bn:00568990n,bn:00764852n;3;196,339,304;392,678,608;4,5,4;NA;NA;3;7;NA;NA;192;385;19.38817;75.09752;NA;0.45947;NA;20.83991;
company;bn:01665758n,bn:02745356n,bn:17428279n;3;199,196,197;398,392,394;2,1,3;NA;NA;1;3;NA;NA;195;391;13.91871;57.56582;NA;0.28055;NA;15.29550;
