UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:02274310n,bn:03319229n,bn:02752943n,bn:02733130n;vehicle;4;true;true;0.111;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:16787128n,bn:00928883n,bn:00517371n,bn:03095244n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079862n)
bn:02590320n,bn:02671139n,bn:01396569n,bn:00842385n;vehicle;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:16925600n,bn:03481328n,bn:02777734n,bn:01650083n;vehicle;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:00470674n,bn:02944784n,bn:03552022n,bn:01071821n;vehicle;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00668479n,bn:01193899n,bn:00930092n,bn:03448233n;vehicle;4;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02574689n,bn:01116019n,bn:02234290n,bn:03136147n;vehicle;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079862n)
bn:14560411n,bn:01477824n,bn:00726643n,bn:00472216n;vehicle;4;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:16285775n,bn:04839771n,bn:06368599n,bn:06372031n;vehicle;4;true;true;0.221;0.05;0.05;0.0;INSTANCE_OF(X, bn:00066995n), INSTANCE_OF(X, bn:00079675n), INSTANCE_OF(X, bn:15125301n)
bn:00332212n,bn:06866391n,bn:01136771n,bn:02304982n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00071103n)
bn:06395583n,bn:03395928n,bn:03287129n,bn:03208047n;vehicle;4;true;true;0.216;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:01704408n,bn:02867200n,bn:00640502n,bn:14725171n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00627620n,bn:00373072n,bn:01447930n,bn:09004176n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00158850n,bn:03833666n,bn:14742483n,bn:00981991n;vehicle;4;true;true;0.222;0.04;0.04;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01969168n,bn:01706281n,bn:00303494n,bn:04081168n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:06371981n,bn:06312481n,bn:03758407n,bn:03753482n;vehicle;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00794694n,bn:10850413n,bn:01259539n,bn:06866301n;vehicle;4;true;true;0.219;0.06;0.06;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03219479n,bn:11662559n,bn:17245375n,bn:01878021n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02906504n,bn:00425711n,bn:03564228n,bn:05238191n;vehicle;4;true;true;0.222;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:17579186n,bn:03197507n,bn:03094887n,bn:01146917n;vehicle;4;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00485115n,bn:01766718n,bn:06395047n,bn:01719402n;vehicle;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01890211n,bn:00696919n,bn:16925810n,bn:00315458n;vehicle;4;true;true;0.219;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079862n)
bn:00931817n,bn:17397132n,bn:03361465n,bn:02898251n;vehicle;4;true;true;0.106;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01879789n,bn:01294674n,bn:02446807n,bn:00696871n;vehicle;4;true;true;0.223;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02138764n,bn:03771180n,bn:03859745n,bn:04956499n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01828890n,bn:14326681n,bn:01467574n,bn:00276470n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00071103n)
bn:02052484n,bn:01755818n,bn:00337974n,bn:03792277n;vehicle;4;true;true;0.111;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01952818n,bn:03498871n,bn:01995412n,bn:01417117n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:00512326n,bn:02835177n,bn:03737604n,bn:01867738n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03129888n,bn:02416716n,bn:00338661n,bn:16445677n;vehicle;4;true;true;0.223;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:03265258n,bn:04574399n,bn:00694202n,bn:04946771n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00071103n)
bn:01871209n,bn:03302838n,bn:03393292n,bn:17360879n;vehicle;4;true;true;0.114;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:05326985n,bn:03427591n,bn:02663360n,bn:17502378n;vehicle;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:05591982n,bn:00390007n,bn:00949297n,bn:11700743n;vehicle;4;true;true;0.219;0.06;0.06;0.0;INSTANCE_OF(X, bn:00023497n)
bn:00077929n,bn:06348237n,bn:15656948n,bn:16931533n;vehicle;4;true;true;0.22;0.05;0.04;0.01;INSTANCE_OF(X, bn:00066995n), INSTANCE_OF(X, bn:00079675n), INSTANCE_OF(X, bn:15125301n)
bn:01673364n,bn:03518123n,bn:03791864n,bn:00016241n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:17222421n,bn:01722119n,bn:03234403n,bn:17508192n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02339265n,bn:03228243n,bn:00636849n,bn:02933341n;vehicle;4;true;true;0.222;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:11704594n,bn:03134607n,bn:03890520n,bn:08779497n;vehicle;4;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00071103n)
bn:17577457n,bn:01741230n,bn:16834839n,bn:00533284n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:17608784n,bn:01842321n,bn:15690767n,bn:01569229n;vehicle;4;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:15852664n,bn:01430333n,bn:00876415n,bn:06356799n;vehicle;4;true;true;0.217;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:06365950n,bn:02667790n,bn:03803786n,bn:17562288n;vehicle;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02635940n,bn:00917992n,bn:08980511n,bn:03506819n;vehicle;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03780951n,bn:03862902n,bn:00426099n,bn:16880976n;vehicle;4;true;true;0.224;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02933224n,bn:01651974n,bn:00271927n,bn:13831579n;vehicle;4;true;true;0.213;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01343820n,bn:04062555n,bn:01751436n,bn:00516462n;vehicle;4;true;true;0.224;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00349873n,bn:03300701n,bn:02814654n,bn:03209663n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02526579n,bn:01969121n,bn:00682436n,bn:16855007n;vehicle;4;true;true;0.217;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00849272n,bn:15129289n,bn:03341868n,bn:01902262n;vehicle;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03327401n,bn:01735625n,bn:04977421n,bn:03814072n;vehicle;4;true;true;0.106;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:16579947n,bn:00450055n,bn:14113845n,bn:03212281n;vehicle;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03388852n,bn:01342296n,bn:01704435n,bn:03355427n;vehicle;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079862n)
bn:00237712n,bn:04040265n,bn:01247725n,bn:02807211n;vehicle;4;true;true;0.226;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:10238211n,bn:04839771n,bn:15841534n,bn:14496254n;vehicle;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00357199n,bn:00712883n,bn:02585200n,bn:16404343n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01811760n,bn:04128933n,bn:00568801n,bn:01151762n;vehicle;4;true;true;0.221;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079862n)
bn:02274759n,bn:01402623n,bn:00347153n,bn:01871909n;vehicle;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:00440637n,bn:03780238n,bn:02804151n,bn:03566025n;vehicle;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00434943n,bn:03834300n,bn:02585115n,bn:13913844n;vehicle;4;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00649560n,bn:15838719n,bn:03319177n,bn:01192349n;vehicle;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
