UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:02039124n,bn:01358048n,bn:00926569n,bn:01548569n,bn:00169225n;vehicle;5;true;true;0.217;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00284172n,bn:01682563n,bn:15935713n,bn:00608052n,bn:02338028n;vehicle;5;true;true;0.222;0.05;0.04;0.01;INSTANCE_OF(X, bn:00079675n)
bn:14658607n,bn:14680806n,bn:15995508n,bn:01410537n,bn:00568760n;vehicle;5;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00066995n), INSTANCE_OF(X, bn:00079675n), INSTANCE_OF(X, bn:15125301n)
bn:00325538n,bn:02449625n,bn:03128518n,bn:01030591n,bn:01181999n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01535398n,bn:17577406n,bn:16155199n,bn:00457642n,bn:00343238n;vehicle;5;true;true;0.224;0.06;0.05;0.01;INSTANCE_OF(X, bn:00071103n)
bn:14131094n,bn:01575252n,bn:01511125n,bn:03310986n,bn:01234203n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:03536674n,bn:02228004n,bn:16378056n,bn:02123493n,bn:02600592n;vehicle;5;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01187758n,bn:03770600n,bn:00971198n,bn:16932247n,bn:01986347n;vehicle;5;true;true;0.219;0.05;0.04;0.01;INSTANCE_OF(X, bn:00079675n)
bn:03131819n,bn:14156981n,bn:17049254n,bn:03680023n,bn:02398900n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:03530272n,bn:01002791n,bn:00494729n,bn:00614839n,bn:01118136n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01638690n,bn:02326350n,bn:02050081n,bn:01848189n,bn:03833528n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079862n)
bn:01303623n,bn:01258637n,bn:06336644n,bn:01871873n,bn:03730046n;vehicle;5;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01935834n,bn:03885588n,bn:01637113n,bn:03986408n,bn:00704563n;vehicle;5;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02844594n,bn:06270440n,bn:17032449n,bn:02341397n,bn:01198502n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00801776n,bn:00508587n,bn:00696646n,bn:14883663n,bn:03321138n;vehicle;5;true;true;0.106;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03421103n,bn:01974903n,bn:18203488n,bn:01841421n,bn:00725103n;vehicle;5;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01685851n,bn:03886408n,bn:00521615n,bn:03585482n,bn:03612642n;vehicle;5;true;true;0.216;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:09004021n,bn:03481133n,bn:03121410n,bn:02805438n,bn:06337380n;vehicle;5;true;true;0.216;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023140n), INSTANCE_OF(X, bn:00081568n), INSTANCE_OF(X, bn:00069670n), INSTANCE_OF(X, bn:00001077n), INSTANCE_OF(X, bn:00021221n), INSTANCE_OF(X, bn:15731443n), INSTANCE_OF(X, bn:00058141n), INSTANCE_OF(X, bn:00047354n), INSTANCE_OF(X, bn:00061984n), INSTANCE_OF(X, bn:00028142n), INSTANCE_OF(X, bn:00006195n), INSTANCE_OF(X, bn:00053825n), INSTANCE_OF(X, bn:00025333n), INSTANCE_OF(X, bn:00081714n), INSTANCE_OF(X, bn:00079675n), INSTANCE_OF(X, bn:00001172n), INSTANCE_OF(X, bn:00007985n)
bn:01638080n,bn:00614232n,bn:00603828n,bn:14871848n,bn:03089810n;vehicle;5;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02643840n,bn:03368610n,bn:03221976n,bn:17321304n,bn:00486250n;vehicle;5;true;true;0.221;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00077759n,bn:00921705n,bn:00234487n,bn:01976191n,bn:00580762n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03472068n,bn:01394390n,bn:03174303n,bn:04262832n,bn:02005563n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:02712292n,bn:03019063n,bn:00266546n,bn:01769911n,bn:01118670n;vehicle;5;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:02408302n,bn:03464337n,bn:01734889n,bn:00828367n,bn:00943202n;vehicle;5;true;true;0.216;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01403191n,bn:17623775n,bn:00614841n,bn:17494797n,bn:00519290n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02054998n,bn:02266613n,bn:03268969n,bn:00197379n,bn:00720461n;vehicle;5;true;true;0.217;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03855947n,bn:01267205n,bn:13876358n,bn:03327399n,bn:05533924n;vehicle;5;true;true;0.219;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:00311733n,bn:02538900n,bn:00734107n,bn:03183423n,bn:03785593n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:01867646n,bn:01724715n,bn:17721454n,bn:04014200n,bn:02987457n;vehicle;5;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03958318n,bn:16379298n,bn:15923322n,bn:04077840n,bn:03184016n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:02848455n,bn:02830304n,bn:01603891n,bn:01804297n,bn:00338960n;vehicle;5;true;true;0.221;0.07;0.07;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02867363n,bn:02996717n,bn:02009985n,bn:02886819n,bn:02887197n;vehicle;5;true;true;0.223;0.06;0.06;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02880970n,bn:03363052n,bn:14548807n,bn:02625663n,bn:02965148n;vehicle;5;true;true;0.219;0.06;0.05;0.01;INSTANCE_OF(X, bn:00066995n), INSTANCE_OF(X, bn:00079675n), INSTANCE_OF(X, bn:15125301n)
bn:03147228n,bn:02459182n,bn:01189845n,bn:01915029n,bn:01576347n;vehicle;5;true;true;0.218;0.06;0.05;0.01;INSTANCE_OF(X, bn:00079675n)
bn:08558365n,bn:03797769n,bn:00829151n,bn:00487413n,bn:14155560n;vehicle;5;true;true;0.218;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:14750922n,bn:03889878n,bn:02506139n,bn:02563611n,bn:01003161n;vehicle;5;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:02384686n,bn:02208785n,bn:03569050n,bn:03560904n,bn:00604564n;vehicle;5;true;true;0.221;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00943185n,bn:01310749n,bn:21649904n,bn:00148563n,bn:01970213n;vehicle;5;true;true;0.215;0.06;0.06;0.0;INSTANCE_OF(X, bn:00079675n)
bn:03134648n,bn:05756290n,bn:02170882n,bn:02594146n,bn:17546509n;vehicle;5;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00079675n)
bn:02687532n,bn:00547655n,bn:01548500n,bn:01019936n,bn:00651665n;vehicle;5;true;true;0.216;0.05;0.05;0.0;INSTANCE_OF(X, bn:00023497n)
bn:03811588n,bn:03140041n,bn:01341857n,bn:03295169n,bn:01801541n;vehicle;5;true;true;0.225;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01397361n,bn:17158483n,bn:00201606n,bn:01980350n,bn:01450685n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:14678254n,bn:03446485n,bn:17449658n,bn:01426844n,bn:02510430n;vehicle;5;true;true;0.221;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00786484n,bn:03229672n,bn:15463574n,bn:00597579n,bn:00446823n;vehicle;5;true;true;0.215;0.05;0.04;0.01;INSTANCE_OF(X, bn:00023497n)
bn:14503149n,bn:03883328n,bn:00535190n,bn:15997774n,bn:14133319n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:00659888n,bn:01143754n,bn:03134038n,bn:16826065n,bn:03331444n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00023497n)
bn:17574432n,bn:02863668n,bn:01564053n,bn:01524338n,bn:00655491n;vehicle;5;true;true;0.22;0.05;0.04;0.01;INSTANCE_OF(X, bn:00079675n)
bn:05553484n,bn:15624336n,bn:05162901n,bn:01181876n,bn:03256622n;vehicle;5;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00473142n,bn:01516074n,bn:06341323n,bn:03897393n,bn:03389809n;vehicle;5;true;true;0.215;0.05;0.04;0.01;INSTANCE_OF(X, bn:00079675n)
bn:00216797n,bn:17602634n,bn:03624829n,bn:02519349n,bn:14563923n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:01275499n,bn:03097900n,bn:01873630n,bn:11456258n,bn:00951898n;vehicle;5;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
bn:10486338n,bn:02588550n,bn:00821498n,bn:00520408n,bn:02580123n;vehicle;5;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:00377663n,bn:03791503n,bn:00492223n,bn:06341323n,bn:02863547n;vehicle;5;true;true;0.216;0.06;0.06;0.0;INSTANCE_OF(X, bn:00079675n)
bn:15721421n,bn:14288280n,bn:03236106n,bn:02112862n,bn:14211565n;vehicle;5;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00079675n)
bn:05534804n,bn:00472213n,bn:01746474n,bn:03284616n,bn:00404943n;vehicle;5;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00079675n)
