SEED,2,3,4,5,6,OVERALL
actor,186.69396,134.86635,159.46014000000002,199.33406000000002,211.24093,211.24093
amusement_park,68.13327,71.72448,95.16290000000001,132.31432,122.66032000000001,132.31432
band,96.24426,110.75902,122.5125,120.67742,151.82852,151.82852
championship,86.56161,81.85011,105.04606999999999,111.50733,144.26284,144.26284
chemical_element,114.25405,105.12106,115.28936999999999,143.67941000000002,168.91647,168.91647
company,95.51313,108.2601,140.48617000000002,174.40305999999998,184.77073000000001,184.77073000000001
comune,93.84651000000001,115.42573,164.19517000000002,187.72554,231.07759,231.07759
dialect,68.71664000000001,77.90805,91.69327999999999,104.84561,127.44210000000001,127.44210000000001
film,188.5355,106.93814,115.86489,141.03472,175.31977,188.5355
scientist,95.20035999999999,138.49999,153.5956,179.45292999999998,218.62968,218.62968
sculpture,70.24359,89.17861,118.90033,108.45219,126.11944,126.11944
university,61.380700000000004,80.09618,96.86794,128.74705,151.15591,151.15591
vehicle,104.88749000000001,117.49305000000001,111.10285,173.80603,163.06945000000002,173.80603
video_game,67.32266,81.22391,114.04074,137.19038999999998,157.76192,157.76192
