UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:13269221n,bn:01188947n,bn:00025226n,bn:02914683n,bn:16854388n;dialect;5;true;true;0.668;5[o     0.498] INSTANCE_OF(X, bn:00000640n)
bn:14750491n,bn:02689656n,bn:16779516n,bn:03871873n,bn:02078165n;dialect;5;true;true;0.666;5[o     0.506] INSTANCE_OF(X, bn:00000640n)
bn:16695139n,bn:17629768n,bn:03160303n,bn:01271160n,bn:14733772n;dialect;5;true;true;0.668;5[o     0.493] INSTANCE_OF(X, bn:00000640n)
bn:16311436n,bn:14664988n,bn:16736903n,bn:00003607n,bn:02151400n;dialect;5;true;true;0.665;5[o     0.549] INSTANCE_OF(X, bn:00000640n)
bn:00337955n,bn:03653779n,bn:01914924n,bn:07115262n,bn:00300223n;dialect;5;true;true;0.659;5[o     0.502] INSTANCE_OF(X, bn:00000640n)
bn:02914704n,bn:03820174n,bn:16311436n,bn:01220064n,bn:00003607n;dialect;5;true;true;0.663;5[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:02160353n,bn:00898527n,bn:03186379n,bn:00122440n,bn:01567408n;dialect;5;true;true;0.669;5[o     0.503] INSTANCE_OF(X, bn:00000640n)
bn:03493220n,bn:16047425n,bn:16299054n,bn:03237541n,bn:15956619n;dialect;5;true;true;0.681;5[o     0.527] INSTANCE_OF(X, bn:00000640n)
bn:12855822n,bn:16890739n,bn:14038387n,bn:16918204n,bn:03159075n;dialect;5;true;true;0.667;5[o     0.507] INSTANCE_OF(X, bn:00000640n)
bn:07514678n,bn:00567246n,bn:03662296n,bn:13942187n,bn:00606733n;dialect;5;true;true;0.666;5[o     0.502] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:00056990n), SUBCLASS_OF(X, bn:05016180n)
bn:15226237n,bn:03578965n,bn:16462765n,bn:06563283n,bn:01749992n;dialect;5;true;true;0.666;5[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:02893584n,bn:03768423n,bn:01510735n,bn:01019437n,bn:03534277n;dialect;5;true;true;0.666;5[o     0.526] INSTANCE_OF(X, bn:00000640n)
bn:14922065n,bn:17143130n,bn:01100298n,bn:00946985n,bn:00953799n;dialect;5;true;true;0.662;5[o     0.499] INSTANCE_OF(X, bn:00000640n)
bn:17508221n,bn:16462765n,bn:13273629n,bn:02545406n,bn:00254231n;dialect;5;true;true;0.669;5[o     0.506] INSTANCE_OF(X, bn:00000640n)
bn:02278258n,bn:02664343n,bn:03515211n,bn:16638150n,bn:17221959n;dialect;5;true;true;0.657;5[o     0.506] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n), SUBCLASS_OF(X, bn:00056990n)
bn:00337962n,bn:02278258n,bn:03768423n,bn:01391991n,bn:00122440n;dialect;5;true;true;0.668;5[o     0.503] INSTANCE_OF(X, bn:00000640n)
bn:01177298n,bn:03164772n,bn:12990849n,bn:01799880n,bn:12990700n;dialect;5;true;true;0.666;5[o     0.493] INSTANCE_OF(X, bn:00000640n)
bn:00259682n,bn:12991255n,bn:02142672n,bn:03534277n,bn:02443017n;dialect;5;true;true;0.666;5[o     0.497] INSTANCE_OF(X, bn:00000640n)
bn:07726271n,bn:03891658n,bn:01795908n,bn:12990828n,bn:01036974n;dialect;5;true;true;0.667;5[o     0.508] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n)
bn:01249695n,bn:14407404n,bn:05541495n,bn:00025226n,bn:00054688n;dialect;5;true;true;0.667;5[o     0.500] INSTANCE_OF(X, bn:00000640n)
bn:03755181n,bn:14497824n,bn:01188947n,bn:02545406n,bn:12990849n;dialect;5;true;true;0.665;5[o     0.512] INSTANCE_OF(X, bn:00000640n)
bn:13906279n,bn:02711386n,bn:16299054n,bn:02831486n,bn:16192508n;dialect;5;true;true;0.667;5[o     0.517] INSTANCE_OF(X, bn:00000640n)
bn:03331599n,bn:02828499n,bn:03726763n,bn:01454169n,bn:00006571n;dialect;5;true;true;0.667;5[o     0.513] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:00056990n), SUBCLASS_OF(X, bn:05016180n)
bn:01509363n,bn:16351170n,bn:00349809n,bn:03102476n,bn:14315382n;dialect;5;true;true;0.666;5[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:00000192n,bn:03609105n,bn:03161985n,bn:01641810n,bn:07115262n;dialect;5;true;true;0.669;5[o     0.525] INSTANCE_OF(X, bn:00000640n)
bn:03092000n,bn:01640750n,bn:01941696n,bn:00355567n,bn:16908204n;dialect;5;true;true;0.667;5[o     0.508] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n)
bn:14485811n,bn:15195951n,bn:04963578n,bn:14497945n,bn:00606733n;dialect;5;true;true;0.664;5[o     0.517] SUBCLASS_OF(X, bn:05016180n), SUBCLASS_OF(X, bn:00056990n), INSTANCE_OF(X, bn:00000640n)
bn:00904791n,bn:01948686n,bn:16961305n,bn:12990849n,bn:02497790n;dialect;5;true;true;0.667;5[o     0.515] INSTANCE_OF(X, bn:00000640n)
