UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:15429660n,bn:08671519n,bn:01845449n,bn:02475679n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01812339n,bn:17330967n,bn:03423724n,bn:00520556n;amusement_park;4;true;true;0.217;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03121626n,bn:03654242n,bn:15240995n,bn:00141743n;amusement_park;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00519513n,bn:00433637n,bn:16481488n,bn:03783476n;amusement_park;4;true;true;0.22;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00183490n,bn:01097638n,bn:02228272n,bn:00709134n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01285739n,bn:03379359n,bn:01388540n,bn:00436560n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, bn:00003341n)
bn:01329252n,bn:02088745n,bn:08087742n,bn:03274187n;amusement_park;4;true;true;0.111;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01329252n,bn:01712659n,bn:00639385n,bn:00943563n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03699606n,bn:16018714n,bn:09785923n,bn:02965301n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01812339n,bn:02798328n,bn:03845786n,bn:01290451n;amusement_park;4;true;true;0.219;0.06;0.06;0.0;INSTANCE_OF(X, bn:00003695n)
bn:00639385n,bn:00468230n,bn:00949187n,bn:01680581n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02713139n,bn:02052031n,bn:15164039n,bn:14383748n;amusement_park;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00724240n,bn:02669174n,bn:03628288n,bn:00338302n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03953198n,bn:00519687n,bn:01746619n,bn:00080422n;amusement_park;4;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01388540n,bn:02927228n,bn:02529684n,bn:02475679n;amusement_park;4;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03229381n,bn:03354169n,bn:16272436n,bn:02173854n;amusement_park;4;true;true;0.109;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03354169n,bn:03804394n,bn:01135159n,bn:00309260n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:02477194n,bn:03390034n,bn:02478243n,bn:00298934n;amusement_park;4;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:06765433n,bn:02444287n,bn:00612675n,bn:02161167n;amusement_park;4;true;true;0.222;0.06;0.05;0.01;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03085743n,bn:04266394n,bn:16795996n,bn:01581675n;amusement_park;4;true;true;0.217;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:00514422n,bn:01810795n,bn:03131637n,bn:00303350n;amusement_park;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:02852584n,bn:03518030n,bn:00121485n,bn:03169805n;amusement_park;4;true;true;0.111;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03280808n,bn:01200009n,bn:03453733n,bn:03750978n;amusement_park;4;true;true;0.219;0.05;0.04;0.01;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
