UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:03613750n,bn:00309788n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:01826381n,bn:02064423n;amusement_park;2;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03599600n,bn:02228272n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:01296206n,bn:00547702n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00309788n,bn:04116179n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:00423218n,bn:03571157n;amusement_park;2;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00076812n), COUNTRY(X, y_0)
bn:01711175n,bn:03114652n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03647705n,bn:03156905n;amusement_park;2;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, bn:00034608n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0)
bn:00697414n,bn:14856685n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
bn:00615887n,bn:02948029n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, bn:00003341n)
bn:00121485n,bn:02511049n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n)
bn:01706375n,bn:01572692n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:00003695n), COUNTRY(X, y_0)
bn:03453752n,bn:09664959n;amusement_park;2;true;true;0.107;0.0;0.0;0.0;INSTANCE_OF(X, bn:08471100n), LOCATED_IN_THE_ADMINISTRATIVE_TERRITORIAL_ENTITY(X, y_0), COUNTRY(X, y_1)
