UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,140000.0,61.92176353448816,43.72867372892232,3.0892857142857144,9.0,33.0,52.333333333333336,64.0,151.0,195.0,268.0
3,140000.0,69.69137352260348,47.16323866137768,3.7333333333333334,9.0,38.8,59.5,84.66666666666667,161.0,195.0,254.0
4,140000.0,74.64504815982447,48.54582139817039,3.7333333333333334,9.5,42.166666666666664,62.0,121.0,161.0,195.0,254.0
5,140000.0,78.40820961433538,49.35759726123936,3.7333333333333334,11.666666666666666,50.4,62.6,121.0,161.0,195.0,253.0
6,140000.0,81.37768753095735,49.995551624447785,4.363636363636363,11.666666666666666,51.2,63.5,122.0,161.0,195.0,252.0
