UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,140000.0,0.6277846234285713,3.422459109377134,0.0829,0.1258495,0.20176,0.28651,0.47132250000000003,1.1456704999999998,4.6186464000000065,402.29724
3,140000.0,0.7326639361428572,2.4378013350940466,0.15845,0.2329195,0.35903,0.50196,0.812355,1.4521009999999996,2.1203455000000053,107.2053
4,140000.0,0.9365464887857142,2.1563916121822952,0.23594,0.33547,0.4996875,0.70516,1.12665,1.9292289999999979,2.58122,142.28375
5,140000.0,1.1447622075714285,1.9261737037113564,0.30669,0.4387395,0.62321,0.89135,1.4256125,2.3816144999999986,3.0845019000000016,155.83177
6,140000.0,1.3505873289285715,1.3005837038343293,0.38084,0.5451395,0.7468675,1.073845,1.7138825,2.8658205,3.584441400000001,161.48332
