UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,140000.0,67.00576934342857,57.97877238105262,4.03241,12.986218500000001,26.0251575,35.720929999999996,102.271485,174.117954,187.7694188,377.34817
3,140000.0,74.38390304499998,58.556629013188676,7.30995,18.952329,31.290979999999998,42.096895,112.380775,182.43136849999996,198.8599389,392.83914
4,140000.0,82.2547634487143,58.74422820396395,8.522,25.1753095,36.3760425,51.735245,123.536865,188.3892345,205.69525070000003,623.6184
5,140000.0,89.93251282457142,59.16334355324109,9.69496,29.6209565,41.297430000000006,61.489945,134.219285,194.86060799999998,212.91703250000003,664.43461
6,140000.0,98.19589725907143,59.95391107688112,12.28295,34.6879315,46.667905,71.73087,145.74060500000002,202.64871999999997,222.3576346000001,900.67088
