UNIT_SIZE,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,140000.0,9.120315078357141,5.467783580307105,0.99684,3.1240680000000003,5.9062075,7.70977,10.6925875,18.41989599999997,31.469277400000035,89.17173
3,140000.0,17.0633502125,9.191610647716177,2.81324,6.435467999999999,11.353267500000001,14.314620000000001,20.87162,35.50909299999999,49.181002700000015,72.72069
4,140000.0,25.007830139142857,13.286528193569936,4.21142,9.3352735,16.6535325,21.041150000000002,31.1640625,50.93896849999999,66.13152050000002,98.03246
5,140000.0,32.45637889121429,16.417205743233943,5.56574,12.1645405,21.7707725,27.67648,41.2430525,63.01856249999992,81.13962529999999,124.0938
6,140000.0,40.24157881435715,20.152224673070428,7.0508,15.2079385,27.03326,34.6232,51.1144275,80.88392949999997,96.8440921,152.19646
