UNIT_SIZE,SEED,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,actor,10000.0,0.37456508299999997,0.16224767844400473,0.12203,0.240143,0.299925,0.34819500000000003,0.41042,0.5757749999999999,0.8514659000000006,8.13376
2,amusement_park,9994.0,0.24978165999599758,0.6191950498640144,0.08633,0.1285765,0.16544,0.182375,0.20879,0.32919000000000015,1.265942799999999,25.76496
2,band,10000.0,0.195091135,0.07257152051942156,0.08315,0.11298799999999999,0.15805,0.183085,0.217305,0.301351,0.450945400000001,1.47074
2,championship,10000.0,0.261470197,0.5581605908950166,0.08535,0.119966,0.1729175,0.216715,0.2962575,0.4540944999999999,0.7075813,41.56402
2,chemical_element,9996.0,0.3930537484993998,1.0482936029521404,0.0849,0.1353275,0.19705,0.243865,0.3094675,0.6370525,5.706691999999979,40.7312
2,company,10000.0,0.234407263,0.30225938978845696,0.08408,0.098619,0.1387275,0.18866,0.265395,0.46467249999999966,0.8402541000000003,16.50126
2,comune,10000.0,2.013497384,4.216994013547092,0.30507,0.5397080000000001,0.6564525,0.773575,1.4689275,7.519840999999999,20.13765770000002,87.01022
2,dialect,10000.0,0.25236003,1.558894102846915,0.0839,0.08962,0.11799749999999999,0.181545,0.22726749999999998,0.37347849999999977,0.7509964000000026,53.87072
2,film,9994.0,4.315964876926156,12.353234609605188,0.09228,0.243952,0.38452749999999997,0.55271,0.8965875,40.2741915,59.381732399999976,89.9306
2,scientist,10000.0,0.5566087000000001,0.7379824495147219,0.09455,0.266027,0.3903875,0.49704000000000004,0.630625,0.9470164999999999,1.4376100000000003,47.25306
2,sculpture,10000.0,1.221815903,4.214350296069728,0.08494,0.174419,0.2443225,0.31118500000000004,0.4192725,6.3480659999999824,11.507504200000001,56.84624
2,university,10000.0,0.195406552,0.1363440094220565,0.08343,0.10892500000000001,0.1372175,0.1774,0.2145975,0.3077649999999999,0.6649783000000028,4.22673
2,vehicle,10000.0,0.845519559,4.8204957179667725,0.0834,0.09782900000000001,0.13652,0.1851,0.2524675,0.4968119999999997,35.31463670000001,59.24168
2,video_game,10000.0,0.415251106,0.4944681436057947,0.08551,0.1889295,0.298675,0.39366500000000004,0.4881525,0.6819139999999999,0.9454768000000008,45.60649
3,actor,10000.0,0.640500246,0.15807399511169618,0.23733,0.44122500000000003,0.54432,0.61791,0.7060525,0.9122464999999993,1.1947477000000006,2.63425
3,amusement_park,10000.0,0.418792721,0.9517331327376815,0.17325,0.236908,0.315295,0.33933,0.38900250000000003,1.2891525,1.4874640000000001,91.3525
3,band,10000.0,0.33778062799999997,0.229931043684994,0.16107,0.2006,0.286745,0.325515,0.37499,0.4932015,0.6426878000000003,21.13814
3,championship,10000.0,0.4154038919999999,0.14706693377579258,0.16437,0.2360285,0.3227,0.38419,0.48646500000000004,0.6709774999999999,0.8703735000000005,4.84977
3,chemical_element,10000.0,0.538761344,1.1027364422164676,0.15973,0.240789,0.3497675,0.41815,0.5076350000000001,0.8595005,1.9703366000000015,41.26772
3,company,10000.0,0.385956677,0.19832280443036143,0.16344,0.20076950000000002,0.2511175,0.327775,0.474825,0.7195609999999997,1.0845788000000003,4.13795
3,comune,10000.0,1.1869157629999998,0.32691957257596427,0.58308,0.9648385,1.07051,1.152295,1.2431225000000001,1.443202,2.4279212000000054,21.8042
3,dialect,10000.0,0.33415482700000004,1.2147794312550528,0.15986,0.169139,0.1945025,0.28108,0.3917375,0.5861079999999997,0.9187706000000048,91.16594
3,film,10000.0,2.373050066,10.923800651304076,0.23006,0.4701545,0.6868875,0.917385,1.2469975,2.0112919999999987,78.85067200000006,131.61803
3,scientist,10000.0,0.8926813889999999,0.37129267725170495,0.20429,0.471385,0.6957599999999999,0.858355,1.0469275,1.3999739999999994,1.7791306000000002,23.60142
3,sculpture,10000.0,1.707455904,4.9770092183341035,0.17216,0.3465455,0.4729175,0.58952,0.9122600000000001,5.803554999999989,10.8052412,91.04062
