SEED;UNIT;UNIT_SIZE;SUMMARY_SIZES;WT_SUMMARY_SIZES;SUMMARY_TILDE_SIZES;OLDKER_SIZE;WT_OLDKER_SIZE;NEWKER_SIZE;WT_NEWKER_SIZE;OLDCORE_SIZE;WT_OLDCORE_SIZE;NEWCORE_SIZE;WT_NEWCORE_SIZE;SUMMARY_COMPUTATION_TIME;SUMMARY_TILDE_COMPUTATION_TIME;OLDKER_COMPUTATION_TIME;NEWKER_COMPUTATION_TIME;OLDCORE_COMPUTATION_TIME;NEWCORE_COMPUTATION_TIME;
scientist;bn:03034241n,bn:02875133n,bn:00921747n;3;261,257,260;520,513,519;14,10,13;6;13;6;13;NA;NA;253;507;34.34589;176.62467;17.24646;1.14102;NA;22.70808;
scientist;bn:05490129n,bn:02784893n,bn:00118157n;3;252,257,262;504,514,523;4,7,11;4;9;4;9;NA;NA;251;503;26.38513;166.25628;5.35945;0.69346;NA;22.16189;
scientist;bn:02904242n,bn:01247827n,bn:03322916n;3;252,263,296;504,525,591;4,15,10;4;9;4;9;NA;NA;251;503;47.40352;194.24682;6.05131;0.88177;NA;22.92199;
scientist;bn:00973400n,bn:04720707n,bn:05585167n;3;261,258,256;521,515,510;11,10,9;6;12;6;12;NA;NA;253;506;26.35601;164.32471;14.38003;1.00932;NA;21.81136;
scientist;bn:00043834n,bn:03392409n,bn:03594721n;3;283,215,260;565,419,518;35,3,11;1;3;1;3;NA;NA;161;323;38.86541;187.63654;1.78187;1.11506;NA;19.98915;
scientist;bn:02224741n,bn:04708737n,bn:00397996n;3;278,302,256;555,604,512;17,4,4;3;7;3;7;NA;NA;250;501;45.57464;169.84356;4.57769;0.70186;NA;24.07886;
scientist;bn:02197937n,bn:08565785n,bn:02727312n;3;307,256,250;612,511,500;9,7,3;3;7;3;7;NA;NA;250;501;22.79295;167.59615;4.74826;0.59146;NA;22.42650;
scientist;bn:00050696n,bn:00310989n,bn:05379323n;3;290,265,256;576,530,511;39,13,9;6;13;6;13;NA;NA;253;507;38.17283;177.51353;26.22555;1.67796;NA;23.15590;
scientist;bn:02390530n,bn:00010911n,bn:03454836n;3;253,286,256;505,571,511;6,9,9;4;9;4;9;NA;NA;251;503;51.68376;172.82669;7.65583;0.74877;NA;22.37795;
scientist;bn:01351943n,bn:03291420n,bn:05317307n;3;260,270,255;519,539,509;9,21,8;5;11;5;11;NA;NA;252;505;30.85786;168.07739;10.69659;1.06861;NA;21.59353;
scientist;bn:01279848n,bn:03208243n,bn:03351175n;3;324,261,276;647,521,551;8,11,14;5;11;5;11;NA;NA;254;509;26.84597;177.89169;10.80708;1.04458;NA;23.26832;
scientist;bn:00695130n,bn:03310997n,bn:02784665n;3;253,261,271;506,519,540;6,13,21;6;13;6;13;NA;NA;253;507;29.74118;169.81174;16.10386;1.19738;NA;21.88704;
scientist;bn:05407875n,bn:03733610n,bn:01808149n;3;255,256,261;509,511,521;8,6,14;6;12;6;12;NA;NA;253;506;27.60518;171.89149;13.78541;0.91145;NA;22.40168;
scientist;bn:01417696n,bn:02802862n,bn:01850958n;3;264,337,271;527,672,541;6,21,14;5;10;5;10;NA;NA;252;504;29.19015;178.68909;18.03887;1.16919;NA;43.69633;
scientist;bn:04843535n,bn:00675462n,bn:01990338n;3;263,405,260;526,808,519;4,10,10;4;9;4;9;NA;NA;251;503;25.84770;172.46710;5.70246;0.74594;NA;25.48434;
scientist;bn:03892248n,bn:03621982n,bn:02643101n;3;268,261,315;535,521,627;21,12,11;5;10;5;10;NA;NA;252;504;32.70687;193.97290;28.76920;1.31174;NA;25.11149;
scientist;bn:00855574n,bn:00770246n,bn:03673300n;3;216,183,320;432,362,639;3,11,18;1;3;1;3;NA;NA;161;323;44.93213;205.77798;2.54746;0.79805;NA;21.51783;
scientist;bn:00621055n,bn:00192953n,bn:03672209n;3;221,277,311;441,551,620;7,19,8;1;3;1;3;NA;NA;161;323;41.12747;144.64217;2.05137;0.78504;NA;20.87413;
scientist;bn:01788041n,bn:01179736n,bn:03312045n;3;252,264,259;503,527,516;5,5,10;4;8;4;8;NA;NA;251;502;23.57323;163.46063;13.01829;0.70565;NA;21.48518;
scientist;bn:03207483n,bn:02558230n,bn:03631061n;3;317,266,252;631,531,504;15,16,4;4;9;4;9;NA;NA;251;503;34.35296;187.99248;11.04674;0.97819;NA;24.18843;
scientist;bn:01226201n,bn:02489130n,bn:01305368n;3;263,271,252;526,541,503;14,10,5;3;7;3;7;NA;NA;250;501;27.85797;166.70725;7.49961;0.84604;NA;21.82917;
scientist;bn:02895401n,bn:01663680n,bn:00163958n;3;265,263,268;529,524,535;8,15,21;6;12;6;12;NA;NA;253;506;38.25753;177.15342;18.22418;1.24272;NA;23.29943;
scientist;bn:00962254n,bn:03262995n,bn:05228437n;3;268,258,259;535,515,517;10,10,12;6;12;6;12;NA;NA;253;506;24.51112;186.99500;17.14753;1.04414;NA;21.40172;
scientist;bn:00664106n,bn:02683776n,bn:00482832n;3;256,254,260;512,507,519;5,6,8;5;11;5;11;NA;NA;252;505;21.46127;159.79713;7.10275;0.65808;NA;21.71466;
scientist;bn:00119337n,bn:00774271n,bn:00140015n;3;312,225,217;624,450,434;10,14,6;3;7;3;7;NA;NA;165;331;35.71701;137.39678;6.36703;0.77554;NA;21.83959;
scientist;bn:16434214n,bn:15751279n,bn:04141208n;3;260,267,258;519,533,514;10,17,10;6;12;6;12;NA;NA;253;506;45.40648;184.92891;14.89066;1.08111;NA;29.18397;
scientist;bn:02884616n,bn:02874914n,bn:02549350n;3;255,253,267;510,505,532;4,6,11;3;7;3;7;NA;NA;250;501;54.99160;177.54652;5.08891;0.63655;NA;22.49166;
scientist;bn:02610780n,bn:01339912n,bn:05370644n;3;260,309,255;520,617,509;10,10,8;5;11;5;11;NA;NA;252;505;24.30505;170.28308;8.47339;0.87475;NA;22.49070;
scientist;bn:03770907n,bn:00531591n,bn:03556144n;3;262,313,270;523,625,540;11,7,11;5;11;5;11;NA;NA;252;505;27.77335;176.42444;10.86467;0.88538;NA;23.73069;
scientist;bn:01604357n,bn:02334564n,bn:01707388n;3;313,261,257;626,522,514;13,12,7;6;13;6;13;NA;NA;253;507;49.06904;175.74472;9.25025;0.96209;NA;23.42835;
