UNIT_SIZE,SEED,count,mean,std,min,5%,25%,50%,75%,95%,99%,max
2,actor,10000.0,2.045041849,2.917901402973188,0.03284,0.7584455,1.1196875,1.4445700000000001,2.1243175,4.8639825,10.292198700000018,142.45724
2,amusement_park,9994.0,6.779603119871923,221.89091195127733,0.02592,0.03287,0.5509275,0.69668,0.8546025,1.0602765000000005,3.8054931999999995,12018.24744
2,band,10000.0,0.9697507910000001,3.4997944792632656,0.02546,0.03255,0.7797275,0.8691249999999999,1.04005,1.5305919999999995,4.839891700000019,308.37549
2,championship,10000.0,1.0154993419999998,8.524461914427588,0.02529,0.0293495,0.44625000000000004,0.6266700000000001,0.7861125,1.822457999999999,6.052928600000035,682.49625
2,chemical_element,9996.0,91.16586516906763,773.9511857112657,0.02577,0.03248,1.0242475,1.2736999999999998,1.9590275,12.124755,4796.688666999997,13466.24745
2,company,10000.0,1.7029359239999997,6.450953068069344,0.02651,0.02864,0.0338,0.481325,1.0782775,6.201562499999998,23.15812460000003,260.07043
2,comune,10000.0,65.644890377,83.05983075555699,0.82738,11.789884500000001,28.342959999999998,45.25839,74.22525250000001,177.56559249999984,388.3735753,2293.03024
2,dialect,10000.0,7.917226971000001,201.77085739242958,0.02593,0.0298995,0.03478,0.742985,1.2968000000000002,3.8746029999999996,12.72331920000003,8046.81831
2,film,9996.0,341.93649318527406,1655.4773874848179,0.02663,0.047267500000000004,1.106225,2.572255,19.56483,1508.8857074999999,7298.380899499984,50020.40902
2,scientist,10000.0,6.678678376000001,17.353716137613247,0.0301,0.7334970000000001,2.4061725,4.190635,7.256025,18.296162499999998,41.42481010000007,1117.24155
2,sculpture,10000.0,67.32893067900001,587.6901796272458,0.02561,0.051244000000000005,0.8381,1.372125,5.112485,164.096916,260.11592300000035,14119.42955
2,university,10000.0,0.43861837400000003,1.4826305967138569,0.02604,0.0277195,0.03304,0.456705,0.605575,0.8511319999999996,1.8263004000000023,70.20039
2,vehicle,10000.0,64.181225813,489.90906891885584,0.02496,0.02624,0.02811,0.034824999999999995,0.86891,14.957393499999977,3308.626980200002,7260.52544
2,video_game,10000.0,2.318226666,7.6767534485341296,0.02631,0.03309,0.6992125,1.41498,2.50189,6.718019499999992,16.477883100000003,647.47637
3,actor,10000.0,2.713723905,1.4984662468551895,0.04684,1.1204075,1.8553375,2.4838649999999998,3.1684725,5.239114,8.082224000000002,26.50333
3,amusement_park,10000.0,3.4201863939999995,224.01163722411644,0.04011,0.05034,0.731945,1.34012,1.4911675,1.8717709999999994,2.1131750000000005,22400.6916
3,band,10000.0,1.349837586,1.5862573742447368,0.03881,0.04963,0.059289999999999995,1.644115,1.87078,2.3123625,2.8909230000000017,56.97807
3,championship,10000.0,1.037444487,1.968696273234788,0.03969,0.043928999999999996,0.53194,1.1230600000000002,1.2985075,2.1333659999999988,3.6943082000000005,151.89836
3,chemical_element,10000.0,47.064455562,741.5858929848797,0.03843,0.04638,0.7524025000000001,2.41699,2.9017749999999998,6.893210499999994,71.52359030000014,18405.03424
3,company,10000.0,2.147842549,5.486556898615705,0.0406,0.04319,0.05042,0.06284500000000001,2.4047975,9.618844499999996,22.1357311,112.77401
3,comune,10000.0,49.460783678999995,36.753872496822694,0.9405,14.8073425,28.0922725,40.01215500000001,61.5736525,111.01426949999974,189.93083850000016,1043.00153
3,dialect,10000.0,3.996049405,194.03364274561594,0.03958,0.04404,0.05153,0.057115,2.363365,5.270095999999994,10.3208436,15128.41963
