UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:02098449n,bn:02214734n,bn:02905739n,bn:11930640n,bn:03212945n,bn:14148427n;film;6;true;true;0.219;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:16128606n,bn:02186279n,bn:02563255n,bn:05031212n,bn:00613765n,bn:03303582n;film;6;true;true;0.22;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n)
bn:08882723n,bn:21284551n,bn:17589575n,bn:16808853n,bn:04672496n,bn:14983980n;film;6;true;true;0.222;0.06;0.05;0.01;INSTANCE_OF(X, bn:00034471n)
bn:04718568n,bn:02406892n,bn:01943000n,bn:16022481n,bn:01993482n,bn:00492353n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), CAST_MEMBER(X, y_1), GENRE(X, y_2)
bn:00459831n,bn:16789937n,bn:21113076n,bn:17212737n,bn:02208760n,bn:17056656n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:01696767n,bn:17575256n,bn:17714048n,bn:03500284n,bn:16587193n,bn:00222891n;film;6;true;true;0.219;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:17841947n,bn:17436980n,bn:02814253n,bn:01857208n,bn:02869939n,bn:02500593n;film;6;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), CAST_MEMBER(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:01974681n,bn:03348621n,bn:15982565n,bn:04599158n,bn:00695724n,bn:00127114n;film;6;true;true;0.214;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:02332084n,bn:02253467n,bn:17455414n,bn:02472630n,bn:02794848n,bn:02000047n;film;6;true;true;0.215;0.05;0.04;0.01;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:03055883n,bn:02396049n,bn:17184096n,bn:03705075n,bn:16163818n,bn:03112388n;film;6;true;true;0.215;0.05;0.04;0.01;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
