UNIT;SEED;SIZE;TILDE;NEW;REALTIME;TIME;USER;SYSTEM;CHARACTERIZATION
bn:14651817n,bn:00852994n,bn:01078564n,bn:17793041n;film;4;true;true;0.215;0.06;0.05;0.01;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:02088858n,bn:01757306n,bn:01313476n,bn:14381123n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, bn:00030862n), COUNTRY_OF_ORIGIN(X, y_0), DIRECTOR(X, y_1)
bn:02471958n,bn:07037303n,bn:01201572n,bn:01447387n;film;4;true;true;0.111;0.0;0.0;0.0;INSTANCE_OF(X, bn:00034471n), PRODUCER(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:01196097n,bn:17763540n,bn:02454521n,bn:04796385n;film;4;true;true;0.218;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), ORIGINAL_LANGUAGE_OF_WORK(X, y_0), COUNTRY_OF_ORIGIN(X, y_1)
bn:16509665n,bn:17409302n,bn:03242111n,bn:16860144n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:01491766n,bn:03776360n,bn:03537680n,bn:02349381n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), DIRECTOR(X, y_2), CAST_MEMBER(X, y_3)
bn:12335781n,bn:15555857n,bn:01330768n,bn:02424790n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:18132933n,bn:14338221n,bn:03724552n,bn:00236617n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0)
bn:00489159n,bn:05531787n,bn:16001477n,bn:17663338n;film;4;true;true;0.215;0.05;0.04;0.01;INSTANCE_OF(X, bn:00034471n)
bn:21182800n,bn:02752929n,bn:03615135n,bn:21126756n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:15664220n,bn:01383019n,bn:01457900n,bn:00691419n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), DIRECTOR(X, y_2), CAST_MEMBER(X, y_3), GENRE(X, y_4)
bn:08893179n,bn:15003457n,bn:02041685n,bn:02231960n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), CAST_MEMBER(X, y_2)
bn:05204365n,bn:14323657n,bn:02498733n,bn:00245326n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), DIRECTOR(X, y_2), CAST_MEMBER(X, y_3), GENRE(X, y_4)
bn:01029692n,bn:01046846n,bn:02709421n,bn:03804293n;film;4;true;true;0.215;0.04;0.04;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), DIRECTOR(X, y_2), CAST_MEMBER(X, y_3)
bn:02453659n,bn:01632040n,bn:01465629n,bn:00163951n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), SCREENWRITER(X, y_2), DIRECTOR(X, y_3), CAST_MEMBER(X, y_4)
bn:01977427n,bn:17096786n,bn:02312481n,bn:00950805n;film;4;true;true;0.108;0.0;0.0;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), DIRECTOR(X, y_2), CAST_MEMBER(X, y_3), GENRE(X, y_4)
bn:02304549n,bn:15938213n,bn:02866333n,bn:17467209n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n)
bn:02130897n,bn:02600908n,bn:15809117n,bn:02700659n;film;4;true;true;0.215;0.05;0.05;0.0;INSTANCE_OF(X, bn:00034471n), COUNTRY_OF_ORIGIN(X, y_0), ORIGINAL_LANGUAGE_OF_WORK(X, y_1), CAST_MEMBER(X, y_2)
